iter 	posterior 	likelihood 	prior 	Tree0Likelihood	Tree.height	Tree.treeLength	clockRate	FBD	diversificationRateFBD	turnoverFBD	samplingProportionFBD	originFBD	SACountFBD	mrca.date-backward(1)
208	nan	-3878.39	nan	-3878.39	1.37692	6.85178	0.0817991	nan	0.1	0.5	1	1.37692	0	0.845861
209	nan	-3904.95	nan	-3904.95	0.898455	4.91821	0.0810449	nan	0.1	0.5	1	0.898455	0	0.644876
210	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
211	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
212	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
213	-4022.6	-3999.56	-23.0351	-3999.56	1.74303	5.69938	0.157759	-20.2422	0.1	0.5	1	1.74303	0	0.461137
214	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
215	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
216	-3916.23	-3891.74	-24.4964	-3891.74	3.31112	13.486	0.0471189	-18.5673	0.1	0.5	1	3.31112	0	1.3702
217	-3925.45	-3935.09	9.64315	-3935.09	0.216672	1.26971	0.285721	9.38334	0.1	0.5	1	0.216672	0	0.175498
218	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
219	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
220	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
221	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
222	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
223	nan	-3879.13	nan	-3879.13	1.37692	6.8057	0.0817991	nan	0.1	0.5	1	1.37692	0	0.849052
224	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
225	nan	-3877.54	nan	-3877.54	0.657148	3.1044	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
226	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
227	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
228	nan	-3878.39	nan	-3878.39	1.37692	6.85178	0.0817991	nan	0.1	0.5	1	1.37692	0	0.845861
229	nan	-3879.03	nan	-3879.03	0.657148	3.05537	0.183718	nan	0.1	0.5	1	0.657148	0	0.343086
230	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
231	nan	-3907.44	nan	-3907.44	0.898455	4.95237	0.0810449	nan	0.1	0.5	1	0.898455	0	0.664183
232	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
233	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
234	-3916.23	-3891.74	-24.4964	-3891.74	3.31112	13.486	0.0471189	-18.5673	0.1	0.5	1	3.31112	0	1.3702
235	nan	-3875.96	nan	-3875.96	0.679977	3.16174	0.176917	nan	0.1	0.5	1	0.679977	0	0.377666
236	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
237	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
238	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
239	-3925.45	-3935.09	9.64315	-3935.09	0.216672	1.26971	0.285721	9.38334	0.1	0.5	1	0.216672	0	0.175498
240	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
241	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
242	nan	-3904.95	nan	-3904.95	0.898455	4.91821	0.0810449	nan	0.1	0.5	1	0.898455	0	0.644876
243	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
244	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
245	-3921.49	-3897.16	-24.3276	-3897.16	3.31112	13.1702	0.0471189	-18.3985	0.1	0.5	1	3.31112	0	1.2121
246	-3917.26	-3892.15	-25.1057	-3892.15	3.31112	13.3532	0.0471189	-19.1766	0.1	0.5	1	3.31112	0	1.29944
247	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
248	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
249	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
250	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
251	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
252	-4023.17	-3999.71	-23.4622	-3999.71	1.74303	5.66404	0.157759	-20.6693	0.1	0.5	1	1.74303	0	0.43828
253	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
254	-3919.87	-3894.66	-25.2187	-3894.66	3.31112	13.8036	0.0471189	-19.2896	0.1	0.5	1	3.31112	0	1.52344
255	-3920.66	-3896.09	-24.5631	-3896.09	3.31112	13.3608	0.0471189	-18.634	0.1	0.5	1	3.31112	0	1.43462
256	nan	-3876.9	nan	-3876.9	0.657148	3.07194	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
257	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
258	nan	-3879.62	nan	-3879.62	1.37692	6.99856	0.0817991	nan	0.1	0.5	1	1.37692	0	0.829524
259	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
260	-3928.98	-3937.87	8.88857	-3937.87	0.216672	1.29943	0.285721	8.62877	0.1	0.5	1	0.216672	0	0.186994
261	-3922.04	-3897.62	-24.422	-3897.62	3.31112	13.6311	0.0471189	-18.4929	0.1	0.5	1	3.31112	0	1.40514
262	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
263	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
264	nan	-3878.09	nan	-3878.09	0.995581	4.43248	0.119267	nan	0.1	0.5	1	0.995581	0	0.480868
265	-3919.1	-3894.11	-24.9905	-3894.11	3.31112	13.4223	0.0471189	-19.0614	0.1	0.5	1	3.31112	0	1.3342
266	-3920.28	-3896.1	-24.1848	-3896.1	3.31112	13.2532	0.0471189	-18.2558	0.1	0.5	1	3.31112	0	1.45526
267	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
268	nan	-3876.35	nan	-3876.35	0.657148	2.97895	0.183718	nan	0.1	0.5	1	0.657148	0	0.328341
269	nan	-3879.2	nan	-3879.2	1.37692	6.79788	0.0817991	nan	0.1	0.5	1	1.37692	0	0.849052
270	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
271	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
272	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
273	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
274	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
275	-3919.87	-3894.66	-25.2187	-3894.66	3.31112	13.8036	0.0471189	-19.2896	0.1	0.5	1	3.31112	0	1.52344
276	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
277	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
278	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
279	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
280	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
281	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
282	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
283	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
284	nan	-3876.35	nan	-3876.35	0.657148	2.97895	0.183718	nan	0.1	0.5	1	0.657148	0	0.328341
285	nan	-3881.05	nan	-3881.05	0.995581	4.96144	0.119267	nan	0.1	0.5	1	0.995581	0	0.625531
286	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
287	nan	-3878.95	nan	-3878.95	0.657148	3.06337	0.183718	nan	0.1	0.5	1	0.657148	0	0.356542
288	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
289	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
290	nan	-3877.37	nan	-3877.37	0.679977	3.037	0.176917	nan	0.1	0.5	1	0.679977	0	0.351401
291	-3925.45	-3935.09	9.64315	-3935.09	0.216672	1.26971	0.285721	9.38334	0.1	0.5	1	0.216672	0	0.175498
292	nan	-3879.13	nan	-3879.13	1.37692	6.8057	0.0817991	nan	0.1	0.5	1	1.37692	0	0.849052
293	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
294	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
295	-4026.37	-4003.11	-23.2609	-4003.11	1.74303	5.74365	0.157759	-20.4679	0.1	0.5	1	1.74303	0	0.403424
296	nan	-3894.44	nan	-3894.44	3.31112	13.3491	0.0471189	nan	0.1	0.5	1	3.31112	0	1.28637
297	nan	-3876.84	nan	-3876.84	1.37692	6.66895	0.0817991	nan	0.1	0.5	1	1.37692	0	0.827005
298	nan	-3876.54	nan	-3876.54	0.995581	4.50177	0.119267	nan	0.1	0.5	1	0.995581	0	0.49821
299	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
300	-3925.45	-3935.09	9.64315	-3935.09	0.216672	1.26971	0.285721	9.38334	0.1	0.5	1	0.216672	0	0.175498
301	nan	-3879.13	nan	-3879.13	1.37692	6.39403	0.0817991	nan	0.1	0.5	1	1.37692	0	0.657607
302	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
303	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
304	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
305	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
306	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
307	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
308	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
309	nan	-3876.71	nan	-3876.71	0.995581	4.63182	0.119267	nan	0.1	0.5	1	0.995581	0	0.501147
310	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
311	-3918.26	-3894.02	-24.2395	-3894.02	3.31112	13.1801	0.0471189	-18.3104	0.1	0.5	1	3.31112	0	1.33409
312	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
313	nan	-3881.32	nan	-3881.32	0.885352	4.70749	0.107464	nan	0.1	0.5	1	0.885352	0	0.620824
314	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
315	-3920.28	-3896.1	-24.1848	-3896.1	3.31112	13.2532	0.0471189	-18.2558	0.1	0.5	1	3.31112	0	1.45526
316	nan	-3876.9	nan	-3876.9	0.657148	3.07194	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
317	nan	-3877.05	nan	-3877.05	0.657148	2.9543	0.183718	nan	0.1	0.5	1	0.657148	0	0.314943
318	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
319	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
320	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
321	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
322	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
323	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
324	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
325	nan	-3877.54	nan	-3877.54	0.657148	3.1044	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
326	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
327	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
328	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
329	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
330	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
331	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
332	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
333	nan	-3878.34	nan	-3878.34	1.37692	6.55265	0.0817991	nan	0.1	0.5	1	1.37692	0	0.723584
334	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
335	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
336	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
337	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
338	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
339	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
340	-3916.23	-3891.74	-24.4964	-3891.74	3.31112	13.486	0.0471189	-18.5673	0.1	0.5	1	3.31112	0	1.3702
341	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
342	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
343	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
344	nan	-3875.96	nan	-3875.96	0.679977	3.16174	0.176917	nan	0.1	0.5	1	0.679977	0	0.377666
345	nan	-3875.58	nan	-3875.58	0.995581	4.53373	0.119267	nan	0.1	0.5	1	0.995581	0	0.492508
346	-4023.33	-4000.09	-23.2421	-4000.09	1.74303	5.63844	0.157759	-20.4491	0.1	0.5	1	1.74303	0	0.43828
347	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
348	nan	-3876.84	nan	-3876.84	1.37692	6.66895	0.0817991	nan	0.1	0.5	1	1.37692	0	0.827005
349	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
350	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
351	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
352	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
353	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
354	nan	-3879.11	nan	-3879.11	0.657148	3.16651	0.183718	nan	0.1	0.5	1	0.657148	0	0.395803
355	nan	-3876.9	nan	-3876.9	0.657148	3.07194	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
356	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
357	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
358	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
359	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
360	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
361	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
362	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
363	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
364	nan	-3906.03	nan	-3906.03	0.898455	4.8588	0.0810449	nan	0.1	0.5	1	0.898455	0	0.640495
365	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
366	nan	-3876.9	nan	-3876.9	0.657148	2.91371	0.183718	nan	0.1	0.5	1	0.657148	0	0.311816
367	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
368	nan	-3881.05	nan	-3881.05	0.995581	4.96144	0.119267	nan	0.1	0.5	1	0.995581	0	0.625531
369	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
370	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
371	-4023.4	-4000.19	-23.2062	-4000.19	1.74303	5.63344	0.157759	-20.4132	0.1	0.5	1	1.74303	0	0.43828
372	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
373	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
374	-3917.26	-3892.15	-25.1057	-3892.15	3.31112	13.3532	0.0471189	-19.1766	0.1	0.5	1	3.31112	0	1.29944
375	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
376	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
377	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
378	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
379	-3917.93	-3893.2	-24.7313	-3893.2	3.31112	13.2611	0.0471189	-18.8022	0.1	0.5	1	3.31112	0	1.23218
380	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
381	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
382	nan	-3878.34	nan	-3878.34	1.37692	6.55265	0.0817991	nan	0.1	0.5	1	1.37692	0	0.723584
383	-3917.93	-3893.2	-24.7313	-3893.2	3.31112	13.2611	0.0471189	-18.8022	0.1	0.5	1	3.31112	0	1.23218
384	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
385	nan	-3876.9	nan	-3876.9	0.679977	3.04379	0.176917	nan	0.1	0.5	1	0.679977	0	0.340181
386	nan	-3881	nan	-3881	1.37692	6.50586	0.0817991	nan	0.1	0.5	1	1.37692	0	0.744399
387	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
388	nan	-3894.44	nan	-3894.44	3.31112	13.3491	0.0471189	nan	0.1	0.5	1	3.31112	0	1.28637
389	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
390	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
391	nan	-3875.96	nan	-3875.96	0.679977	3.16174	0.176917	nan	0.1	0.5	1	0.679977	0	0.377666
392	nan	-3875.49	nan	-3875.49	0.995581	4.67274	0.119267	nan	0.1	0.5	1	0.995581	0	0.529435
393	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
394	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
395	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
396	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
397	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
398	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
399	nan	-3879.13	nan	-3879.13	1.37692	6.39403	0.0817991	nan	0.1	0.5	1	1.37692	0	0.657607
400	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
401	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
402	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
403	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
404	nan	-3894.44	nan	-3894.44	3.31112	13.3491	0.0471189	nan	0.1	0.5	1	3.31112	0	1.28637
405	nan	-3878.78	nan	-3878.78	1.37692	6.77357	0.0817991	nan	0.1	0.5	1	1.37692	0	0.786719
406	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
407	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
408	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
409	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
410	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
411	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
412	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
413	nan	-3875.58	nan	-3875.58	0.995581	4.53373	0.119267	nan	0.1	0.5	1	0.995581	0	0.492508
414	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
415	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
416	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
417	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
418	-3917.93	-3893.2	-24.7313	-3893.2	3.31112	13.2611	0.0471189	-18.8022	0.1	0.5	1	3.31112	0	1.23218
419	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
420	nan	-3878.39	nan	-3878.39	1.37692	6.85178	0.0817991	nan	0.1	0.5	1	1.37692	0	0.845861
421	-3917.93	-3893.2	-24.7313	-3893.2	3.31112	13.2611	0.0471189	-18.8022	0.1	0.5	1	3.31112	0	1.23218
422	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
423	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
424	nan	-3879.89	nan	-3879.89	0.657148	3.0078	0.183718	nan	0.1	0.5	1	0.657148	0	0.365661
425	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
426	-3928.98	-3937.87	8.88857	-3937.87	0.216672	1.29943	0.285721	8.62877	0.1	0.5	1	0.216672	0	0.186994
