iter 	posterior 	likelihood 	prior 	Tree0Likelihood	Tree.height	Tree.treeLength	clockRate	FBD	diversificationRateFBD	turnoverFBD	samplingProportionFBD	originFBD	SACountFBD	mrca.date-backward(1)
427	nan	-3875.58	nan	-3875.58	0.995581	4.53373	0.119267	nan	0.1	0.5	1	0.995581	0	0.492508
428	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
429	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
430	-4024.47	-4001.06	-23.4098	-4001.06	1.74303	5.76044	0.157759	-20.6169	0.1	0.5	1	1.74303	0	0.416366
431	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
432	nan	-3880.58	nan	-3880.58	0.679977	3.21361	0.176917	nan	0.1	0.5	1	0.679977	0	0.393038
433	nan	-3878.78	nan	-3878.78	1.37692	6.77357	0.0817991	nan	0.1	0.5	1	1.37692	0	0.786719
434	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
435	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
436	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
437	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
438	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
439	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
440	-3917.42	-3892.77	-24.6477	-3892.77	3.31112	13.548	0.0471189	-18.7186	0.1	0.5	1	3.31112	0	1.44344
441	-3919.87	-3894.66	-25.2187	-3894.66	3.31112	13.8036	0.0471189	-19.2896	0.1	0.5	1	3.31112	0	1.52344
442	-4021.07	-3997.83	-23.2391	-3997.83	1.74303	5.67224	0.157759	-20.4461	0.1	0.5	1	1.74303	0	0.452322
443	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
444	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
445	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
446	nan	-3876.9	nan	-3876.9	0.657148	3.07194	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
447	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
448	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
449	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
450	nan	-3878.74	nan	-3878.74	0.657148	3.05125	0.183718	nan	0.1	0.5	1	0.657148	0	0.365661
451	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
452	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
453	-4022.79	-3999.31	-23.4721	-3999.31	1.74303	5.64909	0.157759	-20.6792	0.1	0.5	1	1.74303	0	0.379797
454	nan	-3879.29	nan	-3879.29	0.657148	3.11259	0.183718	nan	0.1	0.5	1	0.657148	0	0.367832
455	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
456	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
457	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
458	nan	-3878.91	nan	-3878.91	0.657148	3.04412	0.183718	nan	0.1	0.5	1	0.657148	0	0.341063
459	-3917.93	-3893.2	-24.7313	-3893.2	3.31112	13.2611	0.0471189	-18.8022	0.1	0.5	1	3.31112	0	1.23218
460	nan	-3879.26	nan	-3879.26	0.657148	2.88977	0.183718	nan	0.1	0.5	1	0.657148	0	0.314636
461	nan	-3879.75	nan	-3879.75	0.657148	3.16256	0.183718	nan	0.1	0.5	1	0.657148	0	0.380219
462	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
463	nan	-3878.96	nan	-3878.96	0.657148	3.09412	0.183718	nan	0.1	0.5	1	0.657148	0	0.356249
464	nan	-3904.95	nan	-3904.95	0.898455	4.91821	0.0810449	nan	0.1	0.5	1	0.898455	0	0.644876
465	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
466	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
467	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
468	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
469	nan	-3879.13	nan	-3879.13	1.37692	6.39403	0.0817991	nan	0.1	0.5	1	1.37692	0	0.657607
470	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
471	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
472	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
473	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
474	nan	-3876.9	nan	-3876.9	0.657148	3.07194	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
475	-4023.33	-4000.09	-23.2421	-4000.09	1.74303	5.63844	0.157759	-20.4491	0.1	0.5	1	1.74303	0	0.43828
476	nan	-3876.11	nan	-3876.11	0.995581	4.53438	0.119267	nan	0.1	0.5	1	0.995581	0	0.499279
477	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
478	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
479	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
480	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
481	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
482	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
483	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
484	-3925.45	-3935.09	9.64315	-3935.09	0.216672	1.26971	0.285721	9.38334	0.1	0.5	1	0.216672	0	0.175498
485	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
486	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
487	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
488	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
489	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
490	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
491	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
492	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
493	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
494	nan	-3877.19	nan	-3877.19	0.995581	4.53877	0.119267	nan	0.1	0.5	1	0.995581	0	0.480868
495	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
496	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
497	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
498	nan	-3877.37	nan	-3877.37	0.679977	3.037	0.176917	nan	0.1	0.5	1	0.679977	0	0.351401
499	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
500	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
501	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
502	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
503	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
504	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
505	nan	-3876.9	nan	-3876.9	0.657148	2.91371	0.183718	nan	0.1	0.5	1	0.657148	0	0.311816
506	-4023.4	-4000.19	-23.2062	-4000.19	1.74303	5.63344	0.157759	-20.4132	0.1	0.5	1	1.74303	0	0.43828
507	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
508	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
509	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
510	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
511	-4021.07	-3997.83	-23.2391	-3997.83	1.74303	5.67224	0.157759	-20.4461	0.1	0.5	1	1.74303	0	0.452322
512	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
513	nan	-3879.11	nan	-3879.11	0.657148	3.16651	0.183718	nan	0.1	0.5	1	0.657148	0	0.395803
514	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
515	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
516	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
517	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
518	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
519	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
520	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
521	nan	-3906.03	nan	-3906.03	0.898455	4.8588	0.0810449	nan	0.1	0.5	1	0.898455	0	0.640495
522	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
523	-3921.55	-3897.14	-24.4084	-3897.14	3.31112	13.6322	0.0471189	-18.4793	0.1	0.5	1	3.31112	0	1.44254
524	-3917.26	-3892.15	-25.1057	-3892.15	3.31112	13.3532	0.0471189	-19.1766	0.1	0.5	1	3.31112	0	1.29944
525	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
526	nan	-3880.17	nan	-3880.17	1.37692	6.42575	0.0817991	nan	0.1	0.5	1	1.37692	0	0.705712
527	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
528	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
529	nan	-3877.12	nan	-3877.12	0.657148	3.03743	0.183718	nan	0.1	0.5	1	0.657148	0	0.323449
530	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
531	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
532	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
533	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
534	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
535	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
536	nan	-3879.11	nan	-3879.11	0.657148	3.16651	0.183718	nan	0.1	0.5	1	0.657148	0	0.395803
537	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
538	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
539	nan	-3880.21	nan	-3880.21	0.657148	3.08959	0.183718	nan	0.1	0.5	1	0.657148	0	0.340314
540	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
541	nan	-3877.34	nan	-3877.34	0.679977	3.18588	0.176917	nan	0.1	0.5	1	0.679977	0	0.360815
542	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
543	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
544	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
545	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
546	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
547	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
548	nan	-3879.03	nan	-3879.03	0.657148	3.05537	0.183718	nan	0.1	0.5	1	0.657148	0	0.343086
549	-3917.42	-3892.77	-24.6477	-3892.77	3.31112	13.548	0.0471189	-18.7186	0.1	0.5	1	3.31112	0	1.44344
550	-3921.49	-3897.16	-24.3276	-3897.16	3.31112	13.1702	0.0471189	-18.3985	0.1	0.5	1	3.31112	0	1.2121
551	nan	-3906.93	nan	-3906.93	0.898455	4.85763	0.0810449	nan	0.1	0.5	1	0.898455	0	0.654969
552	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
553	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
554	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
555	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
556	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
557	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
558	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
559	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
560	nan	-3879.11	nan	-3879.11	0.657148	3.16651	0.183718	nan	0.1	0.5	1	0.657148	0	0.395803
561	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
562	-3919.1	-3894.11	-24.9905	-3894.11	3.31112	13.4223	0.0471189	-19.0614	0.1	0.5	1	3.31112	0	1.3342
563	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
564	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
565	nan	-3876.86	nan	-3876.86	0.679977	3.01801	0.176917	nan	0.1	0.5	1	0.679977	0	0.339074
566	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
567	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
568	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
569	nan	-3882	nan	-3882	0.657148	3.01028	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
570	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
571	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
572	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
573	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
574	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
575	-3921.55	-3897.14	-24.4084	-3897.14	3.31112	13.6322	0.0471189	-18.4793	0.1	0.5	1	3.31112	0	1.44254
576	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
577	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
578	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
579	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
580	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
581	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
582	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
583	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
584	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
585	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
586	nan	-3879.39	nan	-3879.39	0.657148	3.10074	0.183718	nan	0.1	0.5	1	0.657148	0	0.368176
587	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
588	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
589	nan	-3906.04	nan	-3906.04	0.898455	4.89999	0.0810449	nan	0.1	0.5	1	0.898455	0	0.644876
590	nan	-3894.44	nan	-3894.44	3.31112	13.3491	0.0471189	nan	0.1	0.5	1	3.31112	0	1.28637
591	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
592	nan	-3875.58	nan	-3875.58	0.995581	4.53373	0.119267	nan	0.1	0.5	1	0.995581	0	0.492508
593	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
594	-3917.38	-3892.81	-24.5632	-3892.81	3.31112	13.4216	0.0471189	-18.6341	0.1	0.5	1	3.31112	0	1.31808
595	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
596	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
597	nan	-3882	nan	-3882	0.657148	3.01028	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
598	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
599	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
600	-3920.28	-3896.1	-24.1848	-3896.1	3.31112	13.2532	0.0471189	-18.2558	0.1	0.5	1	3.31112	0	1.45526
601	nan	-3876.11	nan	-3876.11	0.995581	4.53438	0.119267	nan	0.1	0.5	1	0.995581	0	0.499279
602	nan	-3878.21	nan	-3878.21	0.995581	4.764	0.119267	nan	0.1	0.5	1	0.995581	0	0.573611
603	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
604	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
605	nan	-3876.84	nan	-3876.84	1.37692	6.66895	0.0817991	nan	0.1	0.5	1	1.37692	0	0.827005
606	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
607	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
608	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
609	-3918.8	-3894.18	-24.6156	-3894.18	3.31112	13.7761	0.0471189	-18.6865	0.1	0.5	1	3.31112	0	1.45203
610	-3917.93	-3893.2	-24.7313	-3893.2	3.31112	13.2611	0.0471189	-18.8022	0.1	0.5	1	3.31112	0	1.23218
611	nan	-3878.39	nan	-3878.39	1.37692	6.85178	0.0817991	nan	0.1	0.5	1	1.37692	0	0.845861
612	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
613	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
614	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
615	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
616	-3917.38	-3892.81	-24.5632	-3892.81	3.31112	13.4216	0.0471189	-18.6341	0.1	0.5	1	3.31112	0	1.31808
617	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
618	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
619	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
620	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
621	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
622	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
623	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
624	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
625	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
626	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
627	nan	-3876.84	nan	-3876.84	1.37692	6.66895	0.0817991	nan	0.1	0.5	1	1.37692	0	0.827005
628	-3917.42	-3892.77	-24.6477	-3892.77	3.31112	13.548	0.0471189	-18.7186	0.1	0.5	1	3.31112	0	1.44344
629	nan	-3878.39	nan	-3878.39	1.37692	6.85178	0.0817991	nan	0.1	0.5	1	1.37692	0	0.845861
630	nan	-3908.16	nan	-3908.16	0.898455	5.1053	0.0810449	nan	0.1	0.5	1	0.898455	0	0.692889
631	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
632	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
633	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
634	-4021.07	-3997.83	-23.2391	-3997.83	1.74303	5.67224	0.157759	-20.4461	0.1	0.5	1	1.74303	0	0.452322
635	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
636	nan	-3878.91	nan	-3878.91	0.657148	3.04412	0.183718	nan	0.1	0.5	1	0.657148	0	0.341063
637	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
638	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
639	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
640	nan	-3876.11	nan	-3876.11	0.995581	4.53438	0.119267	nan	0.1	0.5	1	0.995581	0	0.499279
641	nan	-3894.44	nan	-3894.44	3.31112	13.3491	0.0471189	nan	0.1	0.5	1	3.31112	0	1.28637
642	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
643	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
644	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
645	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
