Iteration	Posterior	Likelihood	Prior	age_ursinae	diversification	extant_mrca	extinction_rate	speciation_rate	turnover
370	-4686.643	-4674.393	-12.24958	0.06507515	-0.2571749	1.868527	0.2814306	0.0242557	11.60266
380	-4688.363	-4676.367	-11.99581	0.06080649	-0.2211181	1.856632	0.2428012	0.02168315	11.19769
390	-4690.114	-4677.7	-12.41407	0.06503567	-0.2489211	1.926495	0.2791517	0.03023061	9.234075
400	-4690.091	-4677.65	-12.44069	0.05819799	-0.1380593	1.86761	0.2330688	0.0950095	2.45311
410	-4692.59	-4678.694	-13.89612	0.06664587	-0.2477594	1.96424	0.3914195	0.1436601	2.724622
420	-4693.575	-4680.523	-13.0519	0.06740017	0.4180457	1.903357	0.01274807	0.4307938	0.02959204
430	-4692.152	-4677.885	-14.26709	0.08154403	0.5145678	1.841723	0.06838887	0.5829567	0.1173138
440	-4687.916	-4676.62	-11.29502	0.0712452	-0.006912832	1.844362	0.06983825	0.06292542	1.109858
450	-4688.202	-4676.529	-11.67288	0.06905095	0.1452253	1.851339	0.02881287	0.1740382	0.1655549
460	-4687.801	-4676.674	-11.12692	0.07024039	-0.05302703	1.848142	0.07619602	0.023169	3.288706
470	-4689.172	-4675.926	-13.24619	0.06970676	0.1251793	1.864331	0.1654866	0.2906659	0.5693362
480	-4690.556	-4677.628	-12.92825	0.07334573	-0.3581544	1.842728	0.3960354	0.03788102	10.45472
490	-4686.427	-4674.998	-11.42856	0.06846002	-0.1077179	1.841341	0.1347684	0.0270505	4.982104
500	-4692.338	-4679.198	-13.13994	0.06880026	-0.3734101	1.883053	0.4143785	0.0409684	10.11459
510	-4686.666	-4674.875	-11.79111	0.06424664	0.234109	1.841613	0.00112526	0.2352342	0.004783574
520	-4688.963	-4676.658	-12.30543	0.0742178	0.3026633	1.876983	0.006151862	0.3088151	0.01992086
530	-4695.498	-4683.196	-12.30179	0.06121003	0.02717821	1.949942	0.1184023	0.1455806	0.8133116
540	-4689.096	-4677.089	-12.00655	0.06366105	0.07072962	1.909671	0.0800889	0.1508185	0.5310283
550	-4689.827	-4678.125	-11.70197	0.07788865	0.06033951	1.87059	0.06664679	0.1269863	0.5248345
560	-4686.791	-4673.574	-13.21628	0.06460414	0.3875824	1.842575	0.04839773	0.4359801	0.111009
570	-4686.658	-4675.033	-11.62538	0.06210296	-0.03652241	1.853534	0.1125627	0.07604026	1.480304
580	-4688.845	-4675.929	-12.91613	0.07160212	0.0215409	1.855573	0.1908318	0.2123727	0.8985703
590	-4687.845	-4676.244	-11.60109	0.06544369	-0.0104854	1.868503	0.09324006	0.08275466	1.126705
600	-4684.967	-4673.79	-11.17719	0.07019991	0.08144543	1.848692	0.01427335	0.09571879	0.1491176
610	-4685.638	-4673.396	-12.24213	0.068733	0.0995481	1.842276	0.1011542	0.2007023	0.5040013
620	-4689.719	-4677.519	-12.20078	0.06522441	0.2909757	1.880758	0.002554763	0.2935305	0.008703568
630	-4690.467	-4674.135	-16.33226	0.06522441	0.8659783	1.851913	0.06209364	0.9280719	0.06690607
640	-4691.634	-4679.752	-11.88177	0.07820064	0.1991564	1.850689	0.02196735	0.2211237	0.09934416
650	-4689.651	-4677.329	-12.32235	0.0645843	0.1730915	1.923706	0.05656972	0.2296612	0.2463181
660	-4688.005	-4676.265	-11.74077	0.06897977	0.003321748	1.84133	0.1055411	0.1088629	0.9694869
670	-4691.835	-4678.144	-13.69054	0.07499646	-0.2047845	1.85489	0.3685351	0.1637506	2.250588
680	-4685.421	-4674.067	-11.35497	0.06528682	-0.1469953	1.843396	0.1485525	0.001557142	95.40069
690	-4688.483	-4676.622	-11.86107	0.06153443	0.1085579	1.841028	0.06515654	0.1737145	0.3750783
700	-4690.352	-4678.413	-11.93913	0.06065045	0.04029054	1.885896	0.09464128	0.1349318	0.7014007
710	-4686.593	-4674.534	-12.05907	0.06874301	0.03388578	1.858608	0.1143671	0.1482529	0.7714326
720	-4691.092	-4676.738	-14.3533	0.07691343	0.1532419	1.847879	0.2378887	0.3911306	0.6082078
730	-4691.138	-4677.893	-13.24489	0.0754036	-0.1152783	1.845029	0.2881942	0.1729159	1.666673
740	-4687.977	-4677.077	-10.89983	0.06787145	0.01737624	1.846948	0.01906746	0.0364437	0.5232032
750	-4689.953	-4678.74	-11.21304	0.07617265	-0.02179927	1.879563	0.05960536	0.03780609	1.576607
760	-4687.577	-4674.004	-13.57333	0.0703423	0.4874734	1.847716	0.030533	0.5180064	0.05894328
770	-4689.113	-4674.965	-14.1484	0.06313309	-0.3370981	1.87638	0.4720943	0.1349962	3.497092
780	-4692.82	-4680.322	-12.49833	0.06879719	-0.09670616	1.999399	0.1884983	0.09179217	2.053534
790	-4692.518	-4679.385	-13.13346	0.06428226	-0.006973514	1.965675	0.2039416	0.1969681	1.035404
800	-4689.619	-4674.804	-14.81511	0.06538911	-0.504641	1.855674	0.6175511	0.1129102	5.469402
810	-4689.9	-4678.518	-11.38144	0.06397554	0.01678335	1.844129	0.06621322	0.08299657	0.7977826
820	-4690.056	-4676.202	-13.85355	0.06830496	0.2873209	1.842552	0.1406425	0.4279634	0.3286321
830	-4686.354	-4674.959	-11.39502	0.06293507	-0.09543095	1.844852	0.1247983	0.02936737	4.249557
840	-4686.5	-4675.171	-11.32929	0.0622687	-0.09848241	1.843191	0.1207285	0.02224614	5.426943
850	-4691.526	-4679.068	-12.45786	0.06683521	-0.1440838	1.925108	0.2256446	0.08156079	2.766582
860	-4697.354	-4679.264	-18.08999	0.07078996	0.8540493	1.849544	0.1815586	1.035608	0.1753159
870	-4690.318	-4676.01	-14.30843	0.06511261	-0.5691646	1.881148	0.615257	0.04609244	13.34833
880	-4686.758	-4675.785	-10.97245	0.05706848	-0.0405297	1.844189	0.05646581	0.01593611	3.543262
890	-4692.215	-4677.999	-14.21572	0.06116192	-0.3640737	1.8513	0.4964213	0.1323477	3.750888
900	-4690.271	-4673.858	-16.41311	0.06525642	0.2500539	1.843382	0.3401415	0.5901954	0.5763202
910	-4690.572	-4678.625	-11.94671	0.0665844	0.1986589	1.864335	0.0259423	0.2246012	0.1155038
920	-4688.743	-4677.269	-11.47388	0.06182973	0.0905991	1.890955	0.02694224	0.1175413	0.229215
930	-4689.661	-4677.436	-12.2249	0.07096504	-0.2348823	1.890195	0.2622944	0.02741208	9.568571
940	-4689.254	-4678.281	-10.97301	0.06194961	-0.03904481	1.86502	0.04928486	0.01024005	4.812952
950	-4694.907	-4683.402	-11.5049	0.06576699	-0.1201201	1.951484	0.1201306	1.049272e-05	11448.95
960	-4688.666	-4675.722	-12.94395	0.06722432	-0.2339589	1.879837	0.3231298	0.08917091	3.623713
970	-4687.509	-4674.858	-12.65039	0.07314268	-0.1242575	1.857639	0.2437583	0.1195008	2.039804
980	-4687.274	-4674.909	-12.36505	0.06991763	0.1730899	1.856762	0.07366987	0.2467598	0.2985489
990	-4693.296	-4679.988	-13.30763	0.06616803	0.3618759	1.914622	0.05434895	0.4162249	0.1305759
1000	-4685.572	-4673.534	-12.03836	0.06897964	0.256105	1.846502	0.01146515	0.2675702	0.04284913
1010	-4692.669	-4674.068	-18.60126	0.06667918	-1.133206	1.850957	1.227161	0.09395524	13.06113
1020	-4686.505	-4674.589	-11.91591	0.0688896	-0.0176108	1.851151	0.1292584	0.1116476	1.157736
1030	-4690.586	-4677.556	-13.03016	0.06229532	0.3842686	1.863112	0.03271333	0.4169819	0.07845263
1040	-4686.37	-4674.909	-11.46068	0.06144488	0.1254986	1.841527	0.02197138	0.1474699	0.1489889
1050	-4690.514	-4676.879	-13.63456	0.05834865	0.1493017	1.843665	0.1887904	0.3380921	0.5583993
1060	-4687.041	-4674.917	-12.12413	0.06604662	-0.2449759	1.84641	0.2689466	0.02397067	11.21982
1070	-4685.911	-4673.967	-11.94438	0.06544157	-0.1612637	1.842375	0.2088049	0.04754118	4.392085
1080	-4685.816	-4674.543	-11.27343	0.0659241	-0.1030543	1.843754	0.1177449	0.01469061	8.014977
1090	-4692.565	-4680.415	-12.15017	0.066199	0.1442867	1.848284	0.07061227	0.214899	0.3285836
1100	-4688.663	-4676.382	-12.28139	0.06805119	-0.03674453	1.874857	0.1654509	0.1287064	1.285491
1110	-4687.408	-4673.411	-13.99657	0.0685568	0.5429595	1.840488	0.03933434	0.5822939	0.06755067
1120	-4686.852	-4674.257	-12.59548	0.06542378	-0.169764	1.843796	0.267322	0.09755804	2.740133
1130	-4691.433	-4678.19	-13.24357	0.06483678	0.09124975	1.909045	0.1748058	0.2660556	0.6570275
1140	-4687.215	-4673.868	-13.347	0.06794397	0.2837904	1.856387	0.1019849	0.3857753	0.2643634
1150	-4685.409	-4674.117	-11.29259	0.06194281	0.0859632	1.852516	0.02223824	0.1082014	0.2055263
1160	-4691.878	-4675.961	-15.91633	0.06012209	-0.2514404	1.855847	0.5550866	0.3036462	1.82807
1170	-4688.751	-4677.096	-11.65461	0.06671356	0.1361808	1.872963	0.02642655	0.1626074	0.1625175
1180	-4688.817	-4677.54	-11.27713	0.06310041	0.002318485	1.845304	0.06346358	0.06578207	0.9647551
1190	-4689.631	-4678.262	-11.36879	0.0766877	-0.03612548	1.846092	0.09065075	0.05452527	1.662546
1200	-4686.225	-4675.439	-10.78637	0.0632793	-0.002573862	1.841272	0.01944953	0.01687567	1.152519
1210	-4689.72	-4677.364	-12.35539	0.07764007	-0.2608349	1.841673	0.2965683	0.03573347	8.299456
1220	-4688.039	-4676.596	-11.4432	0.0732235	-0.1080326	1.850986	0.1334899	0.02545726	5.243684
1230	-4695.336	-4681.874	-13.4624	0.07512116	0.007755665	1.847112	0.2424992	0.2502548	0.9690089
1240	-4686.862	-4674.715	-12.14766	0.07159367	-0.2504442	1.849752	0.2724657	0.0220215	12.37271
1250	-4685.364	-4673.234	-12.1302	0.06784904	0.08339688	1.842935	0.09942925	0.1828261	0.543846
1260	-4691.461	-4678.287	-13.17485	0.06544388	0.2953372	1.849634	0.08364337	0.3789806	0.2207062
1270	-4689.762	-4675.927	-13.83533	0.06598472	-0.03571231	1.849728	0.2919391	0.2562268	1.139378
1280	-4686.882	-4673.443	-13.43885	0.06885952	0.09027488	1.840337	0.2015886	0.2918635	0.6906948
1290	-4690.168	-4677.986	-12.18219	0.06404386	0.09723784	1.856585	0.09410332	0.1913412	0.4918091
1300	-4690.228	-4678.914	-11.31441	0.06396505	0.09966284	1.854557	0.0167159	0.1163787	0.1436337
1310	-4691.622	-4679.479	-12.14337	0.06198467	0.01241336	1.86818	0.1294566	0.1418699	0.9125019
1320	-4687.847	-4674.788	-13.05896	0.06574752	-0.0703936	1.840399	0.2513537	0.1809601	1.389001
1330	-4695.482	-4681.418	-14.06459	0.06348231	0.5749115	1.967377	0.01420509	0.5891166	0.02411252
1340	-4691.354	-4677.849	-13.50419	0.06097027	0.2893026	1.889833	0.1062003	0.3955029	0.2685197
1350	-4693.761	-4680.789	-12.97209	0.05819571	0.1308823	1.931298	0.1302215	0.2611038	0.4987345
1360	-4684.315	-4673.484	-10.83108	0.06326202	0.01326167	1.851702	0.01273063	0.0259923	0.4897846
1370	-4685.569	-4672.762	-12.80653	0.06272897	-0.3645972	1.847364	0.389964	0.0253668	15.37301
1380	-4685.04	-4673.551	-11.48913	0.06272897	0.08829665	1.860227	0.03679434	0.125091	0.2941406
1390	-4684.509	-4673.694	-10.81501	0.05699296	-0.02032799	1.870794	0.02182176	0.001493768	14.60853
1400	-4685.149	-4673.806	-11.34332	0.05606437	-0.04244449	1.864244	0.0870444	0.04459991	1.951672
1410	-4687.704	-4675.522	-12.18275	0.05567261	-0.2537308	1.843046	0.2793563	0.02562549	10.9015
1420	-4690.785	-4676.708	-14.07781	0.06038143	-0.22556	1.848827	0.4100876	0.1845277	2.222364
1430	-4687.281	-4673.803	-13.47754	0.06062504	-0.3546353	1.843326	0.4370138	0.08237855	5.304947
1440	-4685.011	-4673.53	-11.48137	0.06085371	-0.005348608	1.853937	0.0837604	0.07841179	1.068212
1450	-4689.135	-4677.158	-11.97657	0.06061852	-0.1647969	1.878036	0.2053349	0.04053793	5.065252
1460	-4685.504	-4673.985	-11.51826	0.05623982	0.1725254	1.852614	0.002415524	0.1749409	0.01380765
1470	-4687.501	-4675.982	-11.51813	0.05475268	0.1212451	1.848075	0.02764241	0.1488875	0.1856597
1480	-4686.264	-4675.15	-11.11392	0.05391209	0.08115112	1.84938	0.00852862	0.08967974	0.09510085
1490	-4687.905	-4675.657	-12.24808	0.05391209	-0.2163759	1.868343	0.2589071	0.04253118	6.087466
1500	-4690.582	-4678.405	-12.17617	0.05697714	0.1568948	1.890001	0.05870692	0.2156017	0.2722934
1510	-4686.521	-4673.791	-12.72998	0.06243614	-0.1137426	1.842076	0.2477124	0.1339698	1.849016
1520	-4685.859	-4673.537	-12.32269	0.06132635	-0.1374426	1.868033	0.2222007	0.08475803	2.621589
1530	-4689.52	-4675.544	-13.97572	0.05907486	0.00241264	1.918496	0.2733571	0.2757698	0.9912513
1540	-4686.256	-4674.188	-12.06801	0.06432075	0.1829004	1.856944	0.04427202	0.2271725	0.1948829
1550	-4686.896	-4674.897	-11.99847	0.06459128	0.1623274	1.850485	0.04936475	0.2116921	0.2331912
1560	-4686.148	-4674.089	-12.05897	0.06548509	0.01422465	1.845378	0.1262779	0.1405026	0.8987588
1570	-4688.672	-4673.303	-15.36879	0.0654435	-0.02870498	1.84065	0.4010179	0.372313	1.077099
1580	-4686.774	-4672.3	-14.47391	0.05912208	0.007203214	1.842331	0.3200117	0.3272149	0.9779863
1590	-4687.202	-4675.904	-11.29794	0.0573139	0.04303574	1.868173	0.03918067	0.08221641	0.4765554
1600	-4686.672	-4674.991	-11.6808	0.0589661	-0.1581874	1.847486	0.1832165	0.02502914	7.32013
1610	-4686.573	-4674.755	-11.81756	0.064408	0.01750625	1.848229	0.1038604	0.1213667	0.8557574
1620	-4686.256	-4675.105	-11.15123	0.05866401	0.002572154	1.881761	0.04098801	0.04356017	0.9409517
1630	-4688.623	-4674.141	-14.48134	0.06041526	-0.2924226	1.875088	0.4722461	0.1798235	2.626165
1640	-4683.942	-4672.479	-11.46341	0.06389604	0.1106212	1.843053	0.02837011	0.1389913	0.2041142
1650	-4688.261	-4673.388	-14.87311	0.06389604	0.08856209	1.866895	0.305021	0.3935831	0.774985
1660	-4685.441	-4674.654	-10.78656	0.06205344	-0.008284803	1.87491	0.01139285	0.003108042	3.665602
1670	-4686.08	-4674.158	-11.92154	0.0667439	0.1044109	1.849099	0.06995832	0.1743692	0.4012079
1680	-4684.525	-4673.245	-11.27992	0.06206561	0.009304869	1.857847	0.05653262	0.06583749	0.8586691
1690	-4687.174	-4674.643	-12.53157	0.0558684	-0.356648	1.845378	0.3650835	0.00843544	43.27972
1700	-4686.429	-4673.445	-12.98409	0.05939141	-0.2021615	1.864216	0.3117801	0.1096186	2.844227
1710	-4690.193	-4678.619	-11.57419	0.05598236	-0.02191852	1.868435	0.09705325	0.07513473	1.291723
1720	-4692.81	-4679.461	-13.34924	0.06804266	-0.4701293	1.878684	0.4871666	0.01703737	28.59401
1730	-4690.711	-4677.802	-12.90935	0.06711415	0.4058787	1.845365	0.01565819	0.4215368	0.03714549
1740	-4687.023	-4674.439	-12.58424	0.0639728	-0.3552967	1.846036	0.367748	0.01245125	29.53503
1750	-4684.76	-4672.388	-12.37188	0.05860094	-0.04520681	1.84355	0.1836028	0.138396	1.326648
1760	-4686.262	-4673.837	-12.42503	0.05885777	-0.1001433	1.853762	0.2140357	0.1138924	1.87928
1770	-4684.31	-4673.213	-11.0972	0.06048542	-0.006547212	1.867533	0.04432815	0.03778094	1.173294
1780	-4688.483	-4675.094	-13.38876	0.06264186	0.1580489	1.841949	0.1653384	0.3233873	0.5112705
1790	-4689.459	-4677.503	-11.9563	0.05947646	0.0332214	1.865723	0.1040711	0.1372925	0.7580247
1800	-4686.367	-4674.122	-12.24584	0.06174125	0.1339971	1.888626	0.07564283	0.2096399	0.3608227
1810	-4686.739	-4675.097	-11.64191	0.06243235	0.1457452	1.843693	0.02762484	0.17337	0.1593403
1820	-4690.967	-4677.804	-13.16333	0.06333062	-0.4789224	1.851763	0.4818965	0.00297407	162.0327
1830	-4692.206	-4679.22	-12.98645	0.06469615	-0.2559283	1.8977	0.3338809	0.07795264	4.283125
1840	-4691.216	-4679.325	-11.89105	0.07074173	0.1132133	1.877333	0.05664628	0.1698596	0.3334889
1850	-4689.157	-4677.72	-11.4378	0.06438778	-0.04979479	1.886609	0.09348217	0.04368738	2.139798
1860	-4690.474	-4678.289	-12.18511	0.06583943	-0.1202938	1.911935	0.1915942	0.07130038	2.687141
1870	-4688.459	-4675.418	-13.04043	0.05460004	0.3465649	1.876122	0.04752158	0.3940865	0.1205867
1880	-4684.744	-4672.825	-11.91934	0.05935468	-0.08951426	1.841728	0.1683733	0.07885908	2.135117
1890	-4686.857	-4673.353	-13.50424	0.06448402	0.1045479	1.841653	0.1989679	0.3035158	0.6555439
1900	-4689.079	-4677.92	-11.15889	0.06637381	-0.03557129	1.860806	0.06660081	0.03102952	2.146369
1910	-4691.734	-4675.72	-16.01453	0.05990517	-0.7726162	1.847852	0.8539041	0.08128789	10.50469
1920	-4689.496	-4676.933	-12.56336	0.0545529	0.3194659	1.893483	0.01801781	0.3374837	0.05338869
1930	-4687.206	-4673.807	-13.39954	0.05828429	-0.3707003	1.858369	0.4378681	0.06716785	6.519013
1940	-4687.247	-4674.224	-13.02257	0.05795422	-0.0982096	1.840668	0.2638442	0.1656346	1.592929
1950	-4688.546	-4676.475	-12.0713	0.05795422	-0.1439294	1.894193	0.199052	0.05512256	3.61108
1960	-4690.791	-4675.126	-15.66528	0.06339736	0.2497464	1.868136	0.2848746	0.534621	0.5328534
1970	-4689.11	-4674.78	-14.33031	0.05781974	0.2089181	1.842706	0.2116777	0.4205958	0.5032806
1980	-4687.421	-4675.151	-12.26956	0.05781974	-0.1483095	1.851167	0.2269423	0.07863281	2.886102
1990	-4686.504	-4673.753	-12.75137	0.05866644	0.3598289	1.858667	0.02135489	0.3811838	0.05602256
2000	-4689.095	-4677.227	-11.86819	0.05872133	-0.02727195	1.878786	0.1231591	0.09588719	1.284417
2010	-4687.75	-4675.877	-11.87281	0.06784528	-0.1713364	1.852519	0.2050137	0.03367731	6.087591
2020	-4686.734	-4674.964	-11.76957	0.06803368	0.06491578	1.840148	0.07789388	0.1428097	0.5454385
2030	-4687.352	-4675.192	-12.15963	0.06094353	0.08641426	1.864978	0.09583544	0.1822497	0.5258469
2040	-4690.107	-4675.177	-14.93014	0.05986762	-0.4589977	1.853867	0.5989914	0.1399937	4.278701
2050	-4691.577	-4679.09	-12.48663	0.06265108	0.1330948	1.8946	0.09483057	0.2279254	0.4160597
2060	-4691.89	-4680.605	-11.28503	0.06275768	-0.1000553	1.843539	0.1172518	0.01719648	6.81836
2070	-4690.245	-4679.214	-11.03123	0.0544039	-0.07093236	1.850383	0.07613574	0.00520338	14.63198
2080	-4692.149	-4681.201	-10.94818	0.05281397	0.05441209	1.854667	0.003637739	0.05804983	0.0626658
2090	-4690.256	-4678.545	-11.71111	0.05392718	0.1406409	1.855327	0.03422183	0.1748627	0.1957068
2100	-4690.248	-4678.583	-11.66506	0.05805035	0.04142122	1.870734	0.07345824	0.1148795	0.6394376
2110	-4690.711	-4676.15	-14.56072	0.06917072	-0.01249065	1.848452	0.3333894	0.3208988	1.038924
2120	-4684.94	-4673.493	-11.44685	0.06288249	-0.0008030975	1.854181	0.07800142	0.07719832	1.010403
2130	-4684.46	-4672.824	-11.63605	0.06412914	-0.1196507	1.846224	0.158346	0.03869531	4.092125
2140	-4692.402	-4679.509	-12.89319	0.06540049	-0.07983218	1.94746	0.2232049	0.1433727	1.556816
2150	-4687.937	-4675.655	-12.28181	0.06107072	0.1850529	1.870763	0.05848465	0.2435376	0.2401463
2160	-4690.369	-4678.106	-12.26253	0.05769402	-0.1693453	1.851946	0.2376906	0.06834533	3.477788
2170	-4686.167	-4674.835	-11.33176	0.05769402	-0.004526318	1.851154	0.07016234	0.06563602	1.068961
2180	-4686.027	-4674.937	-11.08954	0.05569084	0.08483658	1.853143	0.003152598	0.08798918	0.03582938
2190	-4686.765	-4675.278	-11.48692	0.06367434	0.04238691	1.867184	0.05704924	0.09943615	0.5737273
2200	-4693.738	-4679.371	-14.36714	0.0601233	0.2167449	1.844606	0.2097071	0.426452	0.4917483
2210	-4688.72	-4676.054	-12.66548	0.06057224	-0.3490578	1.841269	0.3718658	0.02280799	16.30419
2220	-4691.096	-4679.133	-11.963	0.05440704	0.1302201	1.855822	0.06070242	0.1909225	0.3179427
2230	-4686.149	-4673.056	-13.09357	0.0568018	-0.3682546	1.841058	0.4161059	0.04785127	8.695817
2240	-4686.478	-4673.625	-12.85236	0.0568018	0.004506214	1.844024	0.1979381	0.2024443	0.977741
2250	-4684.913	-4673.15	-11.76269	0.05965402	0.1991386	1.846434	0.01357597	0.2127145	0.06382248
2260	-4685.409	-4672.255	-13.15434	0.06011424	-0.09635397	1.849332	0.2716193	0.1752653	1.549761
2270	-4684.426	-4673.011	-11.41501	0.06182551	-0.1504195	1.864755	0.1504539	3.440706e-05	4372.763
2280	-4685.761	-4673.603	-12.15829	0.06290085	0.08627893	1.863817	0.09579188	0.1820708	0.5261243
2290	-4685.615	-4673.42	-12.19464	0.06322476	0.2624644	1.854319	0.01992624	0.2823907	0.07056267
2300	-4685.52	-4673.962	-11.55724	0.06188877	0.1101169	1.871709	0.0300328	0.1401497	0.2142909
2310	-4688.36	-4674.39	-13.97032	0.06460116	-0.1004239	1.855505	0.3351256	0.2347017	1.427879
2320	-4686.004	-4673.583	-12.42072	0.06112958	0.301484	1.869264	0.01852501	0.320009	0.05788903
2330	-4688.775	-4677.051	-11.72451	0.06100996	0.171839	1.912145	0.006737867	0.1785768	0.03773092
2340	-4685.808	-4673.36	-12.44857	0.06030283	0.2642545	1.86385	0.03800839	0.3022629	0.1257461
2350	-4685.569	-4673.631	-11.9383	0.0635566	0.08390588	1.841303	0.08314802	0.1670539	0.4977317
2360	-4688.624	-4676.368	-12.2556	0.06359143	0.1851778	1.854396	0.05920459	0.2443824	0.2422621
2370	-4685.335	-4673.75	-11.5847	0.06265919	-0.07907723	1.857199	0.129795	0.05071774	2.559163
2380	-4688.524	-4676.565	-11.95916	0.06619527	-0.2145214	1.865605	0.2330206	0.01849924	12.59623
2390	-4684.875	-4673.21	-11.66577	0.06275274	0.06507727	1.845205	0.06744536	0.1325226	0.5089347
2400	-4684.823	-4672.82	-12.00253	0.06212805	-0.1011481	1.843179	0.1809707	0.07982258	2.267162
2410	-4684.289	-4672.697	-11.59219	0.06212805	0.1125383	1.84135	0.03926255	0.1518009	0.2586451
2420	-4688.158	-4676.061	-12.09737	0.06100268	-0.1904688	1.895156	0.2255605	0.03509168	6.427748
2430	-4690.073	-4677.56	-12.51337	0.06928453	0.1898931	1.856899	0.07798578	0.2678789	0.2911232
2440	-4685.002	-4673.79	-11.21245	0.0589054	0.0114115	1.846794	0.05231945	0.06373095	0.8209425
2450	-4690.658	-4675.824	-14.83341	0.06119943	0.3998213	1.859622	0.1587451	0.5585664	0.284201
2460	-4685.336	-4672.981	-12.3548	0.05791398	0.01792376	1.840973	0.1508065	0.1687303	0.8937727
2470	-4688.017	-4673.45	-14.56629	0.06099379	-0.1480208	1.848964	0.4043436	0.2563228	1.577478
2480	-4691.007	-4676.244	-14.76375	0.05788905	-0.1369902	1.884446	0.4086504	0.2716601	1.504271
2490	-4687.09	-4674.903	-12.18729	0.05658395	-0.02671083	1.867512	0.1534472	0.1267364	1.210759
