Iteration	Posterior	Likelihood	Prior	age_ursinae	diversification	extant_mrca	extinction_rate	speciation_rate	turnover
9480	-5874.716	-5861.69	-13.02673	1.845733	0.08255417	1.860653	0.1264817	0.2090358	0.6050717
9490	-5876.346	-5860.829	-15.51756	1.845733	0.03981542	1.856777	0.309441	0.3492564	0.8859995
9500	-5873.369	-5862.398	-10.97166	1.845733	-0.01347615	1.848459	0.03220559	0.01872944	1.719517
9510	-5873.774	-5862.769	-11.00472	1.845733	-0.02807554	1.857828	0.03984588	0.01177034	3.385278
9520	-5876.775	-5863.56	-13.21525	1.845733	0.3090741	1.888554	0.0249778	0.3340519	0.0747722
9530	-5878.993	-5862.975	-16.01809	1.845733	-0.3187085	1.881018	0.5199451	0.2012366	2.58375
9540	-5874.275	-5863.364	-10.9108	1.845733	-0.007486191	1.847795	0.02472211	0.01723592	1.434337
9550	-5876.459	-5865.051	-11.40813	1.845733	-0.004524275	1.864333	0.05601833	0.05149406	1.08786
9560	-5876.555	-5863.263	-13.2919	1.845733	0.2701252	1.846968	0.05450915	0.3246344	0.1679094
9570	-5875.216	-5864.342	-10.87359	1.845733	0.009205161	1.850813	0.01290474	0.02210991	0.5836635
9580	-5882.047	-5868.917	-13.13001	1.845733	-0.1358995	1.875224	0.2405601	0.1046606	2.298479
9590	-5880.495	-5869.099	-11.3953	1.845639	0.01760734	1.855508	0.04591365	0.06352099	0.7228106
9600	-5878.92	-5865.359	-13.56096	1.845639	0.3935326	1.847462	0.01353988	0.4070725	0.03326159
9610	-5876.392	-5865.437	-10.9544	1.84293	0.01462236	1.86965	0.01194297	0.02656533	0.4495697
9620	-5873.246	-5860.654	-12.59215	1.84293	0.001270371	1.848994	0.1399082	0.1411786	0.9910017
9630	-5878.571	-5865.956	-12.61486	1.84293	-0.2362455	1.852367	0.2618617	0.02561619	10.22251
9640	-5882.486	-5863.636	-18.84967	1.84293	0.3036495	1.85863	0.3826892	0.6863386	0.5575807
9650	-5875.491	-5864.31	-11.18043	1.84293	0.07556372	1.855854	0.001796239	0.07735996	0.02321923
9660	-5876.946	-5864.247	-12.69856	1.84293	-0.1144402	1.867391	0.2020418	0.08760167	2.30637
9670	-5873.724	-5860.979	-12.74517	1.844127	0.09249228	1.845156	0.1054598	0.1979521	0.5327542
9680	-5873.706	-5861.797	-11.90958	1.844127	0.0218871	1.862393	0.07946007	0.1013472	0.7840383
9690	-5877.975	-5865.104	-12.87059	1.844127	-0.16713	1.852542	0.2433139	0.07618387	3.193771
9700	-5872.585	-5860.687	-11.89726	1.844127	-0.03135168	1.849209	0.1077869	0.07643522	1.410173
9710	-5873.192	-5860.164	-13.02855	1.844127	-0.1237566	1.84416	0.2330443	0.1092877	2.132392
9720	-5875.781	-5863.259	-12.52198	1.844127	0.1627043	1.860811	0.05312941	0.2158337	0.246159
9730	-5874.999	-5864.085	-10.91375	1.844127	0.02400659	1.859233	0.006693078	0.03069967	0.2180179
9740	-5875.675	-5860.253	-15.4221	1.844127	-0.1032518	1.847089	0.3772405	0.2739888	1.376847
9750	-5874.111	-5862.836	-11.27579	1.844127	-0.07418846	1.845809	0.08565157	0.0114631	7.471935
9760	-5872.584	-5861.693	-10.89169	1.844127	-0.02550606	1.844195	0.03326556	0.007759495	4.287078
9770	-5875.957	-5864.675	-11.2821	1.847903	-0.04089353	1.864532	0.06519522	0.02430169	2.682744
9780	-5872.519	-5861.678	-10.84164	1.847903	0.001402923	1.849085	0.01485316	0.01625608	0.9136986
9790	-5875.776	-5862.892	-12.88412	1.847903	0.1257506	1.852757	0.097168	0.2229186	0.4358901
9800	-5876.189	-5863.21	-12.97874	1.847903	0.2995425	1.856962	0.01867284	0.3182153	0.05867989
9810	-5874.055	-5862.305	-11.74972	1.855083	-0.06502306	1.858397	0.1124093	0.0473862	2.372194
9820	-5875.362	-5862.624	-12.73737	1.855083	0.0937929	1.863581	0.1008482	0.1946411	0.5181239
9830	-5875.632	-5864.744	-10.88826	1.857087	-0.01545624	1.881508	0.01916297	0.003706732	5.169776
9840	-5879.097	-5864.815	-14.28261	1.857087	0.09502038	1.868292	0.2016508	0.2966712	0.6797115
9850	-5877.614	-5866.289	-11.3244	1.857087	0.04799175	1.864603	0.0238755	0.07186724	0.3322167
9860	-5878.336	-5867.4	-10.93626	1.857087	-0.02856841	1.878133	0.03020585	0.001637441	18.44699
9870	-5873.729	-5862.546	-11.18317	1.857087	0.07426898	1.859966	0.001577675	0.07584666	0.02080085
9880	-5876.577	-5865.063	-11.51394	1.857087	-0.04839386	1.874703	0.08373308	0.03533922	2.36941
9890	-5882.888	-5867.834	-15.0538	1.8808	0.1180725	1.884066	0.2376297	0.3557022	0.668058
9900	-5882.431	-5867.913	-14.51811	1.8808	0.05782999	1.883846	0.2328705	0.2907005	0.8010668
9910	-5874.138	-5862.287	-11.85117	1.850623	0.1415871	1.853109	0.01810526	0.1596923	0.1133759
9920	-5878.219	-5865.238	-12.98111	1.850623	-0.2772118	1.877126	0.3031635	0.02595169	11.68184
9930	-5875.756	-5862.485	-13.27057	1.850623	-0.2668848	1.853108	0.320847	0.05396227	5.945766
9940	-5878.568	-5865.04	-13.52785	1.840359	0.4118529	1.867989	5.2891e-05	0.4119058	0.0001284056
9950	-5876.654	-5863.512	-13.14173	1.840359	0.1440717	1.855788	0.1049863	0.249058	0.4215337
9960	-5874.715	-5863.554	-11.1612	1.840359	0.07781423	1.843326	0.001983255	0.07979748	0.02485361
9970	-5874.705	-5862.087	-12.61826	1.840359	-0.02522269	1.850256	0.154407	0.1291843	1.195246
9980	-5873.26	-5862.511	-10.74847	1.840359	-0.009185673	1.859764	0.01062412	0.001438449	7.385819
9990	-5873.631	-5861.418	-12.21336	1.840359	0.1795726	1.859324	0.02387184	0.2034445	0.1173383
10000	-5879.916	-5861.899	-18.01667	1.840359	-0.7735406	1.862723	0.879586	0.1060454	8.294426
10010	-5872.302	-5860.485	-11.81663	1.840359	-0.1331499	1.860105	0.1516729	0.01852307	8.188325
10020	-5873.452	-5861.14	-12.31217	1.840359	0.1488914	1.842507	0.04872178	0.1976132	0.2465513
10030	-5874.446	-5859.757	-14.6885	1.840359	0.2021981	1.850913	0.1778697	0.3800677	0.4679946
10040	-5871.702	-5860.506	-11.19686	1.840359	-0.06750799	1.850667	0.07553896	0.008030972	9.405956
10050	-5870.123	-5859.184	-10.93903	1.840359	-0.02172488	1.842306	0.03529215	0.01356727	2.601271
10060	-5871.404	-5859.681	-11.72329	1.840359	-0.09927828	1.840643	0.1315286	0.0322503	4.078368
10070	-5875.044	-5861.493	-13.55103	1.840359	0.0053888	1.842663	0.2023605	0.2077493	0.974061
10080	-5873.106	-5860.13	-12.97565	1.840359	-0.2004903	1.849475	0.2676636	0.06717337	3.984669
10090	-5873.039	-5861.724	-11.315	1.840359	0.01120487	1.858756	0.04280122	0.05400609	0.7925258
10100	-5873.252	-5862.335	-10.91655	1.840359	-0.02314424	1.842087	0.03443553	0.01129129	3.049743
10110	-5870.705	-5859.653	-11.05167	1.840359	0.002849686	1.842596	0.03122914	0.03407882	0.9163796
10120	-5875.302	-5861.162	-14.13979	1.840359	0.2357439	1.848976	0.1270226	0.3627665	0.3501497
10130	-5873.224	-5860.135	-13.08911	1.840359	0.3400999	1.851452	0.00758248	0.3476824	0.02180864
10140	-5870.032	-5858.412	-11.61955	1.840359	0.02518935	1.841603	0.06132919	0.08651854	0.708856
10150	-5875.256	-5863.07	-12.1859	1.840359	-0.122219	1.870291	0.1702256	0.04800665	3.545876
10160	-5881.256	-5863.203	-18.05275	1.840359	-0.2728707	1.879158	0.6215889	0.3487182	1.782496
10170	-5873.308	-5861.833	-11.47574	1.840359	0.1069167	1.843113	0.01058071	0.1174974	0.09005063
10180	-5871.868	-5860.343	-11.52504	1.840359	0.003938013	1.841284	0.0654857	0.06942371	0.9432757
10190	-5877.536	-5865.485	-12.05071	1.840359	-0.0751036	1.85986	0.1387643	0.06366074	2.179748
10200	-5874.822	-5861.863	-12.95882	1.840359	-0.02784058	1.847255	0.1796605	0.1518199	1.183379
10210	-5872.924	-5861.696	-11.2272	1.840359	0.07052402	1.841282	0.01094685	0.08147088	0.1343652
10220	-5875.864	-5862.355	-13.50934	1.840359	0.3263631	1.849982	0.04247068	0.3688338	0.1151486
10230	-5874.204	-5862.77	-11.43416	1.840359	-0.02033413	1.851427	0.06894904	0.04861491	1.418269
10240	-5872.252	-5859.811	-12.44137	1.840359	0.1679893	1.842957	0.04845375	0.2164431	0.2238637
10250	-5873.156	-5860.238	-12.91776	1.840359	-0.07765315	1.842956	0.202686	0.1250328	1.621062
10260	-5874.545	-5861.246	-13.29957	1.840359	0.282875	1.844565	0.05016248	0.3330375	0.1506211
10270	-5871.567	-5860.234	-11.33364	1.840359	0.08580461	1.8441	0.01052608	0.09633069	0.1092703
10280	-5873.038	-5862.304	-10.73374	1.840359	0.00852176	1.853633	0.00211915	0.01064091	0.1991512
10290	-5873.692	-5861.621	-12.0704	1.841403	0.06184147	1.843219	0.07445711	0.1362986	0.5462794
10300	-5872.355	-5860.061	-12.29456	1.841403	-0.2393679	1.842661	0.243011	0.003643038	66.70558
10310	-5873.015	-5860.787	-12.22803	1.841403	0.0521797	1.84999	0.08899543	0.1411751	0.6303903
10320	-5871.733	-5859.51	-12.2233	1.841403	-0.1373187	1.846818	0.1848335	0.04751481	3.89002
10330	-5873.626	-5860.524	-13.10139	1.841403	0.2396372	1.85299	0.05648603	0.2961232	0.1907518
10340	-5872.195	-5860.646	-11.54861	1.841403	0.04465908	1.84836	0.04527917	0.08993825	0.5034473
10350	-5873.759	-5861.01	-12.74911	1.841403	0.179924	1.847002	0.06271156	0.2426356	0.2584599
10360	-5871.792	-5859.423	-12.36831	1.841403	0.01407795	1.847519	0.1181652	0.1322431	0.8935449
10370	-5872.748	-5861.361	-11.38772	1.841403	0.0456867	1.856917	0.03142187	0.07710856	0.4075016
10380	-5873.735	-5859.633	-14.10253	1.841403	0.3202001	1.842717	0.08459847	0.4047986	0.208989
10390	-5870.584	-5859.015	-11.56991	1.841403	-0.02086984	1.841836	0.0807005	0.05983066	1.348815
10400	-5873.357	-5861.731	-11.62519	1.841403	0.06045469	1.852639	0.04202892	0.1024836	0.4101038
10410	-5874.212	-5861.556	-12.65604	1.841403	0.206791	1.848871	0.04286501	0.249656	0.1716963
10420	-5871.938	-5860.543	-11.39582	1.841403	0.03576829	1.84926	0.03844673	0.07421502	0.5180452
10430	-5872.907	-5860.385	-12.52118	1.841403	0.2463826	1.841412	0.01568216	0.2620648	0.05984076
10440	-5871.838	-5860.955	-10.88301	1.841403	-0.02468051	1.856956	0.02921524	0.00453473	6.442554
10450	-5872.471	-5860.199	-12.27197	1.841403	-0.1450804	1.843712	0.1924161	0.04733569	4.064927
10460	-5872.773	-5860.432	-12.3415	1.841403	-0.2247211	1.843032	0.2383857	0.0136646	17.44549
10470	-5873.324	-5862.106	-11.21721	1.841403	0.02245017	1.86068	0.02957752	0.05202769	0.5684957
10480	-5871.756	-5860.943	-10.81257	1.841403	0.007847976	1.850298	0.009202669	0.01705064	0.5397256
10490	-5873.846	-5859.917	-13.92899	1.841403	0.1476655	1.846931	0.1560357	0.3037012	0.5137803
10500	-5872.059	-5860.434	-11.62447	1.841403	-0.02774612	1.85048	0.08627664	0.05853052	1.474045
10510	-5871.346	-5860.027	-11.31868	1.841403	-0.01483057	1.841764	0.05974302	0.04491245	1.330211
10520	-5871.566	-5860.305	-11.26087	1.841403	-0.09345509	1.843441	0.09496045	0.001505354	63.08181
10530	-5872.736	-5860.702	-12.03408	1.841403	-0.1795479	1.851652	0.1925986	0.01305075	14.75767
10540	-5878.059	-5862.693	-15.36635	1.841403	0.05416999	1.847566	0.2942895	0.3484594	0.8445443
10550	-5871.837	-5858.945	-12.89189	1.841403	-0.1243894	1.847081	0.223633	0.09924358	2.253375
10560	-5874.104	-5862.422	-11.68186	1.841403	0.04001896	1.845193	0.05763161	0.09765057	0.590182
10570	-5875.545	-5863.042	-12.50221	1.841403	-0.2261845	1.848753	0.2494604	0.02327586	10.71756
10580	-5872.695	-5860.629	-12.06618	1.841403	0.1761401	1.845411	0.01790527	0.1940454	0.09227365
10590	-5872.408	-5859.853	-12.55474	1.841403	-0.1196459	1.84961	0.1979664	0.07832047	2.527646
10600	-5876.88	-5861.242	-15.63819	1.841403	0.202571	1.841863	0.2393838	0.4419548	0.5416477
10610	-5872.12	-5860.84	-11.28006	1.841403	0.07321566	1.851768	0.01103379	0.08424945	0.1309657
10620	-5871.797	-5859.898	-11.89925	1.841403	0.1469995	1.844451	0.02053694	0.1675364	0.122582
10630	-5870.796	-5859.922	-10.87416	1.841403	0.00409332	1.850639	0.01559614	0.01968946	0.7921061
10640	-5875.63	-5863.611	-12.01858	1.841403	0.04080163	1.874339	0.07544094	0.1162426	0.6489958
10650	-5879.747	-5865.335	-14.41204	1.848501	-0.03748762	1.875584	0.2754954	0.2380078	1.157506
10660	-5876.772	-5862.697	-14.07442	1.846935	0.1294151	1.875147	0.1704487	0.2998637	0.5684204
10670	-5875.514	-5861.786	-13.72733	1.846935	-0.3790952	1.861797	0.4084469	0.02935169	13.91562
10680	-5877.204	-5862.782	-14.42284	1.846935	0.1400138	1.854314	0.1910036	0.3310174	0.5770197
10690	-5877.65	-5864.659	-12.99097	1.846935	0.08446087	1.871192	0.1212149	0.2056758	0.5893494
10700	-5874.032	-5859.741	-14.29131	1.846935	0.4397983	1.848977	0.03826413	0.4780625	0.08004002
10710	-5876.866	-5864.962	-11.90405	1.846935	-0.03892084	1.853752	0.1108588	0.07193795	1.541033
10720	-5874.977	-5861.979	-12.99852	1.846935	0.2634355	1.848306	0.0384977	0.3019332	0.127504
10730	-5874.444	-5861.803	-12.64161	1.846935	-0.1292666	1.847154	0.2095043	0.08023771	2.611045
10740	-5873.902	-5862.641	-11.26108	1.846935	0.05730883	1.85433	0.01699989	0.07430873	0.2287738
10750	-5874.932	-5863.026	-11.90614	1.846935	-0.04334866	1.853865	0.1135436	0.07019495	1.617547
10760	-5875.633	-5862.785	-12.84774	1.846935	-0.07971824	1.847529	0.1979569	0.1182387	1.674215
10770	-5874.77	-5862.018	-12.75221	1.846935	-0.3035905	1.85857	0.3052237	0.001633149	186.8927
10780	-5876.916	-5863.752	-13.1637	1.846935	0.3435903	1.858712	0.009887545	0.3534779	0.02797217
10790	-5873.051	-5861.269	-11.78252	1.846935	0.0118871	1.860101	0.07576427	0.08765138	0.864382
10800	-5873.701	-5861.873	-11.82806	1.846935	-0.0996665	1.847623	0.1378686	0.03820206	3.60893
10810	-5873.186	-5862.021	-11.16525	1.846935	-0.05577147	1.865783	0.06385765	0.008086176	7.897138
10820	-5870.888	-5858.886	-12.00152	1.840112	-0.1791958	1.84098	0.1919498	0.01275396	15.0502
10830	-5874.55	-5862.517	-12.03291	1.840112	-0.09239136	1.841281	0.1496818	0.05729047	2.612683
10840	-5871.112	-5860.086	-11.02599	1.840046	0.04224308	1.847974	0.008532423	0.05077551	0.1680421
10850	-5871.243	-5859.538	-11.70549	1.840046	0.1453922	1.840734	0.008483282	0.1538754	0.05513083
10860	-5870.158	-5859	-11.1576	1.840046	-0.04703796	1.842838	0.06398829	0.01695033	3.775046
10870	-5871.693	-5859.89	-11.80346	1.840046	0.04564464	1.848407	0.06304479	0.1086894	0.5800453
10880	-5873.85	-5861.063	-12.78671	1.841946	0.27191	1.851675	0.02026022	0.2921702	0.06934389
10890	-5872.235	-5861.122	-11.1127	1.841946	0.001657822	1.852834	0.03408662	0.03574444	0.9536201
10900	-5873.138	-5861.532	-11.60621	1.841946	-0.05294763	1.847033	0.09871151	0.04576388	2.156974
10910	-5873.327	-5861.677	-11.65052	1.841946	0.07462305	1.856128	0.03639379	0.1110168	0.3278222
10920	-5872.161	-5860.321	-11.84063	1.841946	-0.103764	1.849993	0.1405823	0.03681827	3.818274
10930	-5872.347	-5860.737	-11.61093	1.841946	0.1077002	1.843007	0.01995462	0.1276548	0.156317
10940	-5877.577	-5865.239	-12.33794	1.841946	0.1782911	1.855044	0.03449677	0.2127879	0.1621181
10950	-5874.713	-5861.569	-13.14409	1.841946	-0.1950829	1.865307	0.2742878	0.07920487	3.463017
10960	-5872.706	-5861.359	-11.34705	1.845127	-0.08707594	1.860334	0.09450405	0.00742811	12.72249
10970	-5872.539	-5859.897	-12.64239	1.845127	0.1780675	1.855312	0.05497816	0.2330456	0.2359116
10980	-5870.596	-5859.909	-10.68664	1.845127	0.004626445	1.848646	0.001724525	0.006350969	0.2715373
10990	-5877.615	-5861.83	-15.78489	1.845127	0.05380217	1.850403	0.3208601	0.3746623	0.8563982
11000	-5870.968	-5859.839	-11.12903	1.845127	0.0736942	1.846289	0.001064805	0.07475901	0.01424317
11010	-5873.279	-5860.906	-12.37242	1.845127	0.138622	1.846929	0.05730238	0.1959244	0.2924719
11020	-5873.336	-5860.182	-13.15349	1.845127	0.03311385	1.846068	0.1623723	0.1954862	0.8306077
11030	-5872.177	-5859.681	-12.49601	1.845127	0.1083032	1.845607	0.08080784	0.189111	0.4273037
11040	-5872.072	-5860.631	-11.44151	1.840509	0.03529071	1.8519	0.04156056	0.07685128	0.5407921
11050	-5875.394	-5863.637	-11.75738	1.840509	-0.1298493	1.848755	0.1480189	0.01816962	8.146507
11060	-5869.066	-5857.986	-11.07969	1.840509	0.01801308	1.842097	0.02592487	0.04393795	0.5900337
11070	-5875.14	-5861.823	-13.31669	1.840509	0.1786532	1.84055	0.1020482	0.2807014	0.3635472
11080	-5879.297	-5865.828	-13.46952	1.840509	0.327503	1.897659	0.03270284	0.3602058	0.09078931
11090	-5874.524	-5863.148	-11.37673	1.840509	-0.01701299	1.840837	0.06510286	0.04808987	1.353775
11100	-5874.186	-5862.642	-11.54462	1.840509	0.1008807	1.841338	0.01865262	0.1195333	0.1560454
11110	-5875.652	-5863.613	-12.03875	1.840509	0.02703791	1.841017	0.09008296	0.1171209	0.7691452
11120	-5871.975	-5860.813	-11.16181	1.840509	-0.000340611	1.851271	0.03895566	0.03861505	1.008821
11130	-5873.271	-5859.947	-13.32387	1.840509	0.2485635	1.840906	0.06852052	0.317084	0.2160958
11140	-5871.769	-5860.885	-10.8844	1.840509	-0.02003883	1.845073	0.0297462	0.009707366	3.064291
11150	-5873.659	-5860.519	-13.13917	1.840509	0.3028313	1.842525	0.02988934	0.3327206	0.08983316
11160	-5873.163	-5859.687	-13.47599	1.840509	-0.08615571	1.843427	0.2435161	0.1573603	1.547506
11170	-5875.405	-5862.219	-13.18553	1.847846	-0.07578649	1.856325	0.2167033	0.1409168	1.53781
11180	-5875.122	-5861.372	-13.74959	1.847846	0.2107708	1.849792	0.1130163	0.3237871	0.349045
11190	-5875.681	-5863.442	-12.23968	1.847846	-0.1202885	1.857491	0.1750477	0.05475916	3.196683
11200	-5874.04	-5862.362	-11.67815	1.847846	0.01812953	1.854758	0.06624495	0.08437448	0.7851302
11210	-5878.134	-5864.819	-13.31538	1.847846	-0.09150063	1.85125	0.2345616	0.143061	1.639592
11220	-5877.319	-5865.587	-11.73185	1.847846	0.09148745	1.864795	0.03227369	0.1237611	0.260774
11230	-5876.394	-5864.436	-11.95765	1.847846	-0.1561739	1.863406	0.1731198	0.01694582	10.21607
11240	-5877.856	-5865.9	-11.95579	1.847846	-0.1621478	1.8681	0.1751776	0.01302985	13.44433
11250	-5875.274	-5863.99	-11.28402	1.847846	-0.06654324	1.863896	0.07843909	0.01189586	6.593816
11260	-5872.459	-5861.199	-11.25918	1.847111	0.06037058	1.849283	0.01635052	0.0767211	0.2131164
11270	-5875.495	-5863.441	-12.05417	1.847111	0.03939234	1.854431	0.08241172	0.1218041	0.6765925
11280	-5876.927	-5863.507	-13.42019	1.847111	-0.2948689	1.868704	0.3433678	0.04849896	7.0799
11290	-5876.981	-5865.066	-11.91472	1.847111	0.1222383	1.856656	0.03139784	0.1536361	0.204365
11300	-5873.209	-5861.877	-11.33255	1.847111	-0.08869323	1.847638	0.09681795	0.008124723	11.91646
11310	-5876.512	-5861.116	-15.39582	1.847111	-0.6142455	1.84764	0.6392525	0.02500701	25.56293
11320	-5874.453	-5862.128	-12.32489	1.847111	0.1562293	1.847439	0.04510804	0.2013374	0.224042
11330	-5875.513	-5862.917	-12.59658	1.847111	-0.07256768	1.849212	0.1769436	0.1043759	1.695253
11340	-5876.915	-5864.249	-12.6656	1.847111	0.07902074	1.849301	0.1056232	0.1846439	0.5720371
11350	-5876.857	-5864.831	-12.02616	1.847111	-0.1184032	1.851463	0.1604646	0.04206138	3.815011
11360	-5873.615	-5861.142	-12.47258	1.847111	0.1479686	1.852667	0.05859825	0.2065669	0.2836769
11370	-5876.474	-5860.985	-15.48917	1.847111	-0.03887837	1.849122	0.3489723	0.310094	1.125376
11380	-5878.185	-5864.46	-13.72544	1.847111	0.3208146	1.856754	0.05835603	0.3791707	0.1539044
11390	-5876.272	-5862.654	-13.61841	1.851775	0.2042485	1.865598	0.1060461	0.3102946	0.3417594
11400	-5875.993	-5865.123	-10.87037	1.851775	-0.01222657	1.870706	0.01874794	0.006521367	2.874848
11410	-5872.196	-5860.511	-11.68563	1.851775	0.1368273	1.85574	0.008358259	0.1451855	0.05756951
11420	-5876.734	-5865.196	-11.53808	1.851775	0.05470886	1.851866	0.03894291	0.09365177	0.4158267
11430	-5876.551	-5863.383	-13.16796	1.851775	-0.2555315	1.853901	0.3084065	0.05287508	5.832739
11440	-5873.521	-5861.951	-11.56979	1.851775	-0.1189174	1.856756	0.1274183	0.008500836	14.98891
11450	-5874.094	-5862.558	-11.53557	1.851775	-0.002009978	1.876891	0.06166616	0.05965618	1.033693
11460	-5875.739	-5863.238	-12.50086	1.851775	0.1616764	1.858291	0.05278741	0.2144639	0.2461366
11470	-5873.811	-5861.856	-11.95463	1.851775	-0.01806121	1.860105	0.1031158	0.08505459	1.212348
11480	-5874.173	-5862.221	-11.9518	1.851775	0.032346	1.866005	0.07654689	0.1088929	0.7029558
11490	-5874.16	-5862.436	-11.72459	1.844675	-0.04499278	1.858406	0.1006044	0.05561166	1.809053
11500	-5874.435	-5863.195	-11.23939	1.844675	0.05025253	1.848566	0.02011417	0.0703667	0.2858479
11510	-5872.996	-5861.311	-11.68495	1.844675	0.09689347	1.8519	0.02848603	0.1253795	0.2271985
11520	-5872.729	-5861.2	-11.52906	1.844675	-0.02195161	1.849658	0.07678794	0.05483633	1.400311
11530	-5874.938	-5862.01	-12.92799	1.844675	0.1985376	1.847897	0.06539056	0.2639281	0.247759
11540	-5872.777	-5860.668	-12.1089	1.844675	-0.2063497	1.849687	0.2118204	0.005470704	38.71903
11550	-5873.913	-5861.159	-12.75467	1.844675	-0.1437223	1.848747	0.2240725	0.08035025	2.788697
11560	-5872.544	-5860.199	-12.3448	1.844675	0.1984331	1.853015	0.02514314	0.2235763	0.1124589
11570	-5873.597	-5860.218	-13.37923	1.844675	-0.2521879	1.845498	0.3222664	0.07007843	4.598653
11580	-5877.022	-5864.626	-12.39586	1.844675	-0.09035914	1.844947	0.1733344	0.08297527	2.088989
11590	-5874.713	-5863.283	-11.42995	1.844675	0.006322368	1.862073	0.05302928	0.05935164	0.8934761
11600	-5874.825	-5861.244	-13.58066	1.844675	0.3752427	1.846694	0.02445601	0.3996987	0.06118611
11610	-5876.136	-5862.09	-14.04547	1.846305	0.4888875	1.848028	0.0003946738	0.4892822	0.0008066384
11620	-5872.949	-5861.147	-11.80224	1.846305	0.009870122	1.862928	0.07765399	0.08752411	0.8872297
11630	-5876.469	-5863.355	-13.114	1.846305	-0.167565	1.8674	0.2573763	0.08981131	2.865745
11640	-5874.362	-5862.124	-12.2373	1.846305	0.03507971	1.85713	0.09679743	0.1318771	0.733997
11650	-5872.713	-5861.72	-10.99262	1.846305	-0.02349633	1.850224	0.03837167	0.01487534	2.579549
11660	-5872.904	-5860.369	-12.53532	1.846305	-0.09369284	1.84903	0.1835129	0.08982002	2.043118
11670	-5872.029	-5859.603	-12.42694	1.846305	0.05313462	1.847185	0.1026989	0.1558335	0.6590296
11680	-5873.74	-5862.909	-10.83097	1.846305	0.01955604	1.859697	0.00253035	0.02208639	0.114566
11690	-5876.421	-5860.537	-15.88394	1.846305	-0.2351717	1.85367	0.4718992	0.2367274	1.993428
11700	-5875.664	-5862.51	-13.15369	1.846305	-0.1823323	1.851086	0.2700364	0.08770409	3.078949
11710	-5871.471	-5859.533	-11.93751	1.846305	0.1293392	1.849268	0.03089152	0.1602308	0.192794
11720	-5872.608	-5859.923	-12.68527	1.846305	0.1610387	1.853219	0.06625178	0.2272905	0.2914851
11730	-5874.717	-5863.076	-11.64093	1.846305	0.02327976	1.870683	0.05789591	0.08117567	0.7132175
11740	-5877.165	-5861.295	-15.87015	1.841221	-0.2119044	1.848552	0.4600475	0.2481431	1.85396
11750	-5875.194	-5860.213	-14.98037	1.841221	0.5052553	1.84323	0.05160524	0.5568605	0.09267175
11760	-5873.722	-5862.497	-11.22436	1.841221	-0.01508497	1.854724	0.0502667	0.03518173	1.428773
11770	-5872.504	-5859.376	-13.1276	1.841221	-0.07691894	1.842103	0.2160296	0.1391107	1.552933
11780	-5872.747	-5861.854	-10.89341	1.841221	0.01333941	1.85098	0.01237203	0.02571144	0.4811878
11790	-5875.923	-5860.932	-14.99078	1.841221	-0.05854143	1.851491	0.3267364	0.268195	1.218279
11800	-5869.721	-5858.55	-11.17131	1.841221	-0.03021574	1.84209	0.05669494	0.02647921	2.141112
11810	-5870.689	-5858.756	-11.9324	1.841221	-0.151132	1.841871	0.1725086	0.02137656	8.069989
11820	-5869.852	-5859.136	-10.71632	1.841221	-0.0007520858	1.843998	0.007772501	0.007020415	1.107128
11830	-5872.793	-5860.78	-12.01277	1.841221	-0.06556459	1.845752	0.1339132	0.06834866	1.959267
11840	-5871.24	-5859.96	-11.27964	1.841221	-0.07569321	1.84382	0.08724158	0.01154837	7.554449
11850	-5870.898	-5859.43	-11.46736	1.841221	0.1043617	1.844549	0.0108193	0.115181	0.09393305
11860	-5873.478	-5860.565	-12.91358	1.841221	0.01958885	1.854425	0.151111	0.1706999	0.8852439
11870	-5870.683	-5858.821	-11.86195	1.841221	-0.1843012	1.842088	0.1846507	0.0003494968	528.3331
11880	-5874.537	-5862.132	-12.40546	1.841221	-0.1577783	1.845851	0.2080204	0.0502421	4.14036
11890	-5872.068	-5860.253	-11.81498	1.841221	0.1634017	1.844054	0.007002888	0.1704046	0.04109566
11900	-5872.097	-5859.89	-12.20757	1.841931	0.008712679	1.843028	0.110406	0.1191187	0.9268571
11910	-5874.388	-5862.671	-11.71715	1.841931	0.02742166	1.858416	0.06376451	0.09118617	0.6992783
11920	-5872.445	-5861.052	-11.39298	1.841931	0.07743581	1.865853	0.01420211	0.09163792	0.1549807
11930	-5873.381	-5862.572	-10.80916	1.845597	0.0005323717	1.869838	0.007922039	0.008454411	0.9370303
11940	-5873.422	-5860.058	-13.36379	1.845597	0.2731446	1.850819	0.05778515	0.3309298	0.1746145
11950	-5871.139	-5860.303	-10.83605	1.845597	-0.01790972	1.847221	0.02460298	0.006693265	3.675782
11960	-5875.91	-5861.708	-14.20215	1.845597	-0.1155608	1.86052	0.3034813	0.1879205	1.614945
11970	-5871.736	-5860.558	-11.17746	1.845597	0.01057276	1.846291	0.03580942	0.04638218	0.7720513
11980	-5872.589	-5859.832	-12.75788	1.845597	-0.2810162	1.852409	0.294538	0.01352181	21.78243
11990	-5875.345	-5863.056	-12.28887	1.845597	0.1243396	1.856646	0.05697984	0.1813194	0.3142512
12000	-5872.615	-5861.771	-10.84442	1.845597	0.002794404	1.850333	0.01417004	0.01696444	0.8352788
12010	-5871.733	-5860.778	-10.95464	1.845597	0.005982803	1.847953	0.02136609	0.02734889	0.7812415
