Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	diversification	extant_mrca	extinction_rate	speciation_rate	turnover
5359	1	-5875.968	-5863.687	-12.28113	1.843329	-0.1864977	1.851789	0.2130056	0.02650788	8.035558
5360	0	-5873.916	-5862.658	-11.25847	1.842524	0.0114782	1.85313	0.03982587	0.05130408	0.7762711
5361	1	-5875.272	-5863.366	-11.90574	1.843329	-0.179473	1.85993	0.1817609	0.002287906	79.44424
5362	0	-5873.816	-5861.161	-12.65503	1.842524	-0.09288806	1.843887	0.1923034	0.09941536	1.934343
5363	1	-5872.897	-5860.603	-12.29377	1.843329	0.1153975	1.843536	0.06346629	0.1788638	0.3548303
5364	0	-5870.409	-5858.732	-11.67708	1.842524	-0.0001397413	1.845312	0.07738936	0.07724961	1.001809
5365	1	-5876.499	-5865.26	-11.23878	1.843329	-0.06314857	1.863876	0.07345542	0.01030684	7.126859
5366	0	-5874.983	-5861.841	-13.14198	1.842524	-0.2269983	1.858424	0.2914373	0.06443903	4.522683
5367	1	-5871.606	-5860.676	-10.93062	1.843329	-0.03129907	1.849355	0.03785593	0.006556857	5.773486
5368	0	-5871.69	-5860.205	-11.48563	1.842524	0.05702728	1.860653	0.03209827	0.08912556	0.3601467
5369	1	-5873.375	-5860.57	-12.80454	1.843329	-0.2721357	1.843616	0.2943755	0.02223986	13.2364
5370	0	-5871.483	-5859.551	-11.93212	1.842524	0.1527482	1.848695	0.01926836	0.1720166	0.1120145
5371	1	-5873.9	-5861.129	-12.77128	1.843329	0.1320012	1.852303	0.08637583	0.218377	0.3955354
5372	0	-5871.32	-5860.103	-11.21641	1.842524	-0.003015734	1.849693	0.04465141	0.04163568	1.072431
5373	1	-5873.178	-5862.161	-11.01735	1.843329	0.01999934	1.848269	0.01886454	0.03886388	0.4854002
5374	0	-5872.109	-5861.289	-10.82029	1.842524	0.009864819	1.855698	0.007493252	0.01735807	0.4316869
5375	1	-5876.548	-5864.05	-12.498	1.843329	-0.1642017	1.866603	0.2136589	0.0494572	4.320078
5376	0	-5872.129	-5859.314	-12.81454	1.842524	0.1429653	1.844203	0.08540953	0.2283749	0.3739883
5377	1	-5877.106	-5864.048	-13.05796	1.843329	-0.09381076	1.858417	0.2168292	0.1230185	1.762575
5378	0	-5877.085	-5862.972	-14.11314	1.842524	-0.2035483	1.852401	0.3433792	0.1398308	2.455675
5379	1	-5874.466	-5862.309	-12.15644	1.85156	0.1364103	1.856229	0.04114429	0.1775546	0.2317275
5380	0	-5874.977	-5862.786	-12.19076	1.842524	-0.02608544	1.877098	0.1203233	0.09423782	1.276804
5381	1	-5876.325	-5864.663	-11.66174	1.85156	-0.001450652	1.866634	0.0724149	0.07096425	1.020442
5382	0	-5875.061	-5864.275	-10.7861	1.842524	0.01367643	1.850328	0.004310623	0.01798705	0.2396514
5383	1	-5876.682	-5862.414	-14.26832	1.85156	0.3494884	1.855146	0.07880113	0.4282896	0.1839903
5384	0	-5871.168	-5859.599	-11.5694	1.842524	0.1295	1.843364	0.006076464	0.1355764	0.04481948
5385	1	-5874.774	-5863.063	-11.71173	1.85156	-0.04376713	1.855983	0.09940219	0.05563506	1.786683
5386	0	-5872.822	-5861.102	-11.72037	1.842524	0.005178096	1.861199	0.07447043	0.07964852	0.9349882
5387	1	-5873.929	-5861.283	-12.646	1.84103	0.2296152	1.844526	0.0316755	0.2612907	0.1212271
5388	0	-5870.908	-5859.321	-11.58765	1.842524	0.06473707	1.849567	0.03783289	0.10257	0.3688496
5389	1	-5872.6	-5860.243	-12.35776	1.84103	0.09330348	1.850838	0.07734237	0.1706459	0.4532332
5390	0	-5875.957	-5864.007	-11.94947	1.842524	0.05313424	1.870849	0.06508291	0.1182172	0.550537
5391	1	-5872.682	-5860.905	-11.77785	1.844166	0.1436756	1.851198	0.0122957	0.1559713	0.07883312
5392	0	-5873.8	-5862.755	-11.04469	1.842524	0.04658541	1.851935	0.006861026	0.05344643	0.128372
5393	1	-5876.655	-5863.872	-12.78286	1.844166	-0.3129758	1.848004	0.3135706	0.0005948284	527.1614
5394	0	-5873.459	-5859.988	-13.47107	1.842524	-0.1398259	1.844555	0.2702853	0.1304594	2.071797
5395	1	-5876.379	-5865.171	-11.20803	1.844166	0.02520746	1.85695	0.0284116	0.05361906	0.5298787
5396	0	-5871.382	-5860.366	-11.01568	1.842524	-0.005797211	1.843408	0.03272776	0.02693055	1.215265
5397	1	-5875.057	-5862.338	-12.7195	1.844166	-0.2610293	1.858523	0.280126	0.01909678	14.66876
5398	0	-5873.242	-5861.303	-11.93836	1.842524	0.1347912	1.865219	0.0254332	0.1602244	0.1587349
5399	1	-5877.432	-5863.734	-13.69822	1.844166	-0.04852786	1.861382	0.2363668	0.1878389	1.258348
5400	0	-5870.717	-5859.267	-11.44994	1.842524	0.08225782	1.849842	0.01934512	0.1016029	0.1903992
5401	1	-5873.381	-5861.622	-11.75892	1.844166	-0.07555875	1.853416	0.1193457	0.04378694	2.7256
5402	0	-5872.049	-5860.454	-11.595	1.842524	-0.09584482	1.843216	0.1202697	0.02442483	4.924073
5403	1	-5877.423	-5861.515	-15.90752	1.844166	0.1483366	1.84588	0.2813262	0.4296627	0.6547605
5404	0	-5871.28	-5859.622	-11.65826	1.840234	0.0424112	1.842932	0.05520408	0.09761528	0.5655271
5405	1	-5874.854	-5863.392	-11.46139	1.844166	0.09430127	1.859939	0.01210709	0.1064084	0.1137795
5406	0	-5873.815	-5858.924	-14.89039	1.840234	0.5522304	1.840408	0.02401559	0.576246	0.04167594
5407	1	-5873.028	-5861.904	-11.12357	1.844166	0.05868725	1.859469	0.005015305	0.06370255	0.07873006
5408	0	-5875.326	-5862.776	-12.54989	1.840234	-0.05895731	1.878799	0.1615797	0.1026224	1.574507
5409	1	-5875.612	-5863.003	-12.60973	1.844166	0.08994124	1.852581	0.09593147	0.1858727	0.5161138
5410	0	-5870.303	-5859.446	-10.85696	1.840234	0.006400977	1.844481	0.01462507	0.02102604	0.6955691
5411	1	-5873.4	-5861.735	-11.66538	1.844166	-0.08592741	1.854229	0.1178109	0.03188346	3.695046
5412	0	-5872.629	-5859.446	-13.18364	1.840234	-0.2580868	1.844895	0.3122209	0.05413418	5.767538
5413	1	-5874.2	-5860.433	-13.76646	1.844166	0.2079299	1.84657	0.1161176	0.3240476	0.3583351
5414	0	-5871.665	-5860.644	-11.02066	1.840234	-0.04422228	1.844746	0.0521035	0.007881217	6.611098
5415	1	-5873.592	-5860.087	-13.50482	1.844166	0.1119231	1.847595	0.1458323	0.2577553	0.5657779
5416	0	-5876.767	-5863.043	-13.7238	1.840234	0.05524002	1.855345	0.1877104	0.2429504	0.7726284
5417	1	-5876.652	-5865.663	-10.98924	1.844166	0.006567823	1.86395	0.01985387	0.0264217	0.7514231
5418	0	-5875.444	-5862.753	-12.69163	1.840234	-0.2980875	1.850434	0.299874	0.001786443	167.8609
5419	1	-5878.06	-5867.053	-11.00664	1.844166	0.03247757	1.875518	0.005583615	0.03806119	0.146701
5420	0	-5873.962	-5859.947	-14.01501	1.840234	0.3875149	1.844342	0.04714136	0.4346563	0.1084566
5421	1	-5882.805	-5864.902	-17.90264	1.844166	0.9193267	1.852576	0.02965587	0.9489826	0.03125017
5422	0	-5871.981	-5859.173	-12.80792	1.840234	-0.005528272	1.840938	0.1592139	0.1536856	1.035971
5423	1	-5876.987	-5863.26	-13.72729	1.844166	-0.3118568	1.853452	0.3744035	0.06254669	5.985985
5424	0	-5875.009	-5862.939	-12.06992	1.840234	0.07173104	1.847893	0.06922302	0.1409541	0.4911034
5425	1	-5875.227	-5862.05	-13.17705	1.844166	0.2809004	1.847871	0.04199085	0.3228913	0.1300464
5426	0	-5874.265	-5860.844	-13.42162	1.840234	0.06713282	1.841635	0.164138	0.2312708	0.709722
5427	1	-5875.523	-5861.164	-14.35956	1.844166	-0.5116542	1.859394	0.519605	0.0079508	65.35255
5428	0	-5870.142	-5858.332	-11.80923	1.840234	0.1551176	1.841073	0.01123363	0.1663513	0.06752959
5429	1	-5871.557	-5859.99	-11.56711	1.844166	-0.009852368	1.850507	0.07339882	0.06354646	1.155042
5430	0	-5871.293	-5859.202	-12.09111	1.840234	-0.2005367	1.849077	0.2078855	0.007348753	28.28854
5431	1	-5871.832	-5860.539	-11.29291	1.844166	0.07382483	1.84873	0.01244053	0.08626536	0.1442124
5432	0	-5869.921	-5858.46	-11.46034	1.840234	0.03478778	1.840687	0.04557482	0.0803626	0.5671148
5433	1	-5875.366	-5860.592	-14.77389	1.843406	0.2890748	1.859394	0.1405397	0.4296145	0.3271299
5434	0	-5871.996	-5860.706	-11.29056	1.840234	-0.09262888	1.851786	0.09503155	0.002402663	39.55258
5435	1	-5870.839	-5859.373	-11.46557	1.843406	0.01767853	1.843448	0.05384611	0.07152464	0.752833
5436	0	-5872.1	-5860.581	-11.51901	1.840234	0.1147106	1.852632	0.00790936	0.12262	0.06450303
5437	1	-5872.886	-5860.049	-12.83696	1.843406	0.1653861	1.843684	0.07642987	0.241816	0.3160662
5438	0	-5872.24	-5858.7	-13.54037	1.840234	-0.1712484	1.845026	0.2914289	0.1201804	2.424928
5439	1	-5872.664	-5860.446	-12.21794	1.843406	0.03203439	1.84549	0.09929292	0.1313273	0.7560722
5440	0	-5874.434	-5863.367	-11.06708	1.840234	0.03916505	1.860104	0.01038574	0.04955079	0.2095979
5441	1	-5875.443	-5860.017	-15.42571	1.843406	0.07146938	1.846878	0.2901305	0.3615999	0.8023523
5442	0	-5877.33	-5862.125	-15.20556	1.847549	0.1929883	1.849718	0.2153004	0.4082887	0.5273239
5443	1	-5874.357	-5862.181	-12.17544	1.843406	0.203856	1.858656	0.01017013	0.2140262	0.04751816
5444	0	-5873.002	-5861.288	-11.71412	1.847549	-0.1070112	1.857482	0.1316388	0.02462761	5.345172
5445	1	-5876.928	-5862.271	-14.65653	1.843406	0.0632439	1.84525	0.2463309	0.3095748	0.7957072
5446	0	-5871.623	-5860.596	-11.0273	1.847549	0.008194944	1.855664	0.02383361	0.03202855	0.7441363
5447	1	-5874.923	-5860.28	-14.64226	1.843406	-0.2365628	1.84932	0.3961323	0.1595695	2.482507
5448	0	-5873.087	-5861.994	-11.09306	1.842676	0.06013123	1.867282	0.0003402817	0.06047151	0.005627141
5449	1	-5873.515	-5860.047	-13.46809	1.843406	-0.09821644	1.849642	0.2484606	0.1502441	1.653712
5450	0	-5870.46	-5858.916	-11.5437	1.842676	-0.005225637	1.844199	0.07067052	0.06544488	1.079848
5451	1	-5874.828	-5862.388	-12.4395	1.843406	-0.08906687	1.854792	0.1737853	0.08471841	2.051328
5452	0	-5875.612	-5863.199	-12.41288	1.842676	-0.0435366	1.842797	0.1511751	0.1076385	1.40447
5453	1	-5875.197	-5862.046	-13.1505	1.843406	-0.1837808	1.860717	0.2694246	0.08564378	3.145875
5454	0	-5872.034	-5860.444	-11.58971	1.842676	0.09906487	1.846337	0.02194315	0.121008	0.1813363
5455	1	-5873.243	-5862.2	-11.0424	1.843406	-0.04090717	1.856667	0.04939796	0.008490787	5.81783
5456	0	-5872.268	-5860.592	-11.67678	1.842676	-0.06739242	1.848929	0.1104483	0.04305587	2.565232
5457	1	-5873.194	-5860.493	-12.70094	1.843406	-0.2164488	1.845587	0.2584815	0.04203264	6.149542
5458	0	-5871.693	-5859.032	-12.66042	1.840798	0.0007444305	1.84151	0.1456135	0.146358	0.9949136
5459	1	-5873.762	-5861.563	-12.19868	1.843406	0.1207356	1.844989	0.05440096	0.1751365	0.3106203
5460	0	-5873.899	-5860.996	-12.90393	1.840798	0.03709189	1.85674	0.1413794	0.1784713	0.7921689
5461	1	-5873.443	-5860.706	-12.73732	1.843406	0.2845613	1.843896	0.01234616	0.2969074	0.04158252
5462	0	-5877.344	-5861.621	-15.72338	1.840798	0.6574156	1.855856	0.02392374	0.6813394	0.03511281
5463	1	-5872.764	-5861.339	-11.42482	1.843406	0.006621295	1.859327	0.05312726	0.05974855	0.8891807
5464	0	-5879.181	-5860.742	-18.4398	1.840798	-0.2973778	1.843759	0.6605366	0.3631588	1.818864
5465	1	-5871.677	-5859.942	-11.73443	1.843406	-0.07466242	1.854803	0.1172228	0.04256041	2.754269
5466	0	-5875.185	-5861.871	-13.31328	1.840798	0.2776253	1.864929	0.05029415	0.3279195	0.1533735
5467	1	-5875.51	-5861.845	-13.66502	1.843406	0.2150628	1.857941	0.1050113	0.3200741	0.3280843
5468	0	-5872.244	-5858.98	-13.26451	1.840798	0.1131698	1.841643	0.1305975	0.2437674	0.5357466
5469	1	-5876.426	-5863.731	-12.69512	1.843406	-0.229508	1.851008	0.2641381	0.03463011	7.627413
5470	0	-5872.76	-5860.866	-11.89358	1.840798	0.1530361	1.841547	0.01798989	0.171026	0.105188
5471	1	-5874.349	-5860.198	-14.15098	1.843406	0.2685368	1.848097	0.1123075	0.3808443	0.2948908
5472	0	-5870.809	-5859.648	-11.16096	1.840798	-0.002603478	1.842505	0.04197914	0.03937567	1.066119
5473	1	-5873.599	-5860.167	-13.43177	1.85199	-0.3247906	1.853338	0.3622637	0.03747313	9.667293
5474	0	-5874.08	-5862.607	-11.47258	1.840798	0.06609381	1.880475	0.02243374	0.08852755	0.2534097
5475	1	-5875.474	-5860.761	-14.71386	1.85199	-0.539377	1.855839	0.5569132	0.01753624	31.75784
5476	0	-5873.997	-5860.662	-13.33499	1.840798	0.1633251	1.844951	0.1100391	0.2733641	0.4025366
5477	1	-5872.583	-5860.998	-11.58498	1.85199	0.1210448	1.858791	0.008300565	0.1293453	0.06417368
5478	0	-5871.757	-5861.08	-10.67745	1.840798	-0.002119805	1.851493	0.003690638	0.001570832	2.349479
5479	1	-5874.71	-5862.515	-12.19486	1.85199	-0.1568422	1.85638	0.1910166	0.03417434	5.589474
5480	0	-5876.155	-5862.592	-13.56347	1.840798	-0.07993442	1.843163	0.2464841	0.1665497	1.479943
5481	1	-5876.134	-5863.291	-12.84334	1.85199	-0.2477265	1.866955	0.2809362	0.03320976	8.459448
5482	0	-5875.317	-5861.225	-14.09189	1.840798	0.4543948	1.854454	0.01834128	0.4727361	0.03879814
5483	1	-5874.786	-5863.141	-11.64504	1.85199	0.1293221	1.868856	0.006496726	0.1358188	0.04783378
5484	0	-5873.981	-5859.66	-14.32054	1.840798	-0.4279245	1.849892	0.4740778	0.04615333	10.2718
5485	1	-5873.673	-5861.323	-12.35071	1.85199	-0.1922202	1.856383	0.2202384	0.02801824	7.860536
5486	0	-5870.552	-5858.913	-11.63863	1.840798	-0.076594	1.846547	0.1130684	0.0364744	3.099938
5487	1	-5879.291	-5866.888	-12.40302	1.85199	0.1066643	1.917689	0.06232223	0.1689866	0.3687999
5488	0	-5874.603	-5862.199	-12.40398	1.840798	-0.001104375	1.84498	0.1288731	0.1277688	1.008644
5489	1	-5873.526	-5861.637	-11.88917	1.85199	-0.1482263	1.860402	0.1644233	0.01619702	10.15145
5490	0	-5876.647	-5861.202	-15.44495	1.846767	0.3742094	1.857482	0.1421232	0.5163326	0.2752552
5491	1	-5876.962	-5861.938	-15.02453	1.85199	0.08867535	1.854399	0.2547262	0.3434015	0.7417735
5492	0	-5874.357	-5861.712	-12.64545	1.846767	-0.04164202	1.853868	0.1640163	0.1223743	1.340284
5493	1	-5873.884	-5861.648	-12.23583	1.85199	0.008130803	1.855027	0.1105214	0.1186522	0.9314737
5494	0	-5875.087	-5863.006	-12.08106	1.846767	-0.2020193	1.859121	0.2059986	0.003979291	51.76766
5495	1	-5874.139	-5861.368	-12.77048	1.85199	-0.08888151	1.854947	0.1961362	0.1072547	1.828695
5496	0	-5871.544	-5860.23	-11.31377	1.846767	-0.02973626	1.849424	0.06532832	0.03559206	1.835474
5497	1	-5874.719	-5862.852	-11.8672	1.852022	0.1044578	1.864582	0.03532768	0.1397855	0.2527278
5498	0	-5876.415	-5862.932	-13.48296	1.846767	-0.1227719	1.848352	0.2625382	0.1397663	1.878409
5499	1	-5875.563	-5862.709	-12.854	1.852022	-0.1266539	1.860929	0.2197913	0.09313749	2.359859
5500	0	-5872.852	-5861.532	-11.32066	1.846767	0.08414137	1.854229	0.008148965	0.09229033	0.08829706
5501	1	-5876.723	-5864.283	-12.44062	1.852022	0.2298746	1.870053	0.01355771	0.2434323	0.05569397
5502	0	-5873.177	-5860.501	-12.67634	1.846767	-0.2143982	1.854641	0.2541932	0.03979494	6.387575
5503	1	-5873.696	-5862.55	-11.1455	1.84845	-0.04102441	1.855854	0.05729799	0.01627357	3.520922
5504	0	-5871.461	-5860.671	-10.79045	1.846767	-0.005894787	1.848322	0.01490559	0.009010798	1.654191
5505	1	-5879.669	-5866.123	-13.54634	1.84845	0.278342	1.88851	0.0619691	0.3403111	0.1820954
5506	0	-5874.646	-5863.557	-11.08879	1.846767	-0.04796362	1.851641	0.0575764	0.009612785	5.989565
5507	1	-5872.118	-5859.561	-12.5567	1.84845	-0.01816709	1.850339	0.1467122	0.1285451	1.141329
5508	0	-5875.138	-5863.183	-11.95458	1.846767	-0.1404592	1.855334	0.1661182	0.02565899	6.474072
5509	1	-5879.102	-5866.669	-12.43211	1.84845	0.1774413	1.868566	0.03866814	0.2161095	0.1789285
5510	0	-5874.571	-5861.786	-12.78532	1.846767	-0.2164005	1.856026	0.2622211	0.04582062	5.722774
5511	1	-5873.633	-5862.155	-11.47873	1.84845	-0.1034011	1.874265	0.1093717	0.005970533	18.31858
5512	0	-5874.808	-5862.466	-12.3429	1.846767	-0.1087729	1.852258	0.1775211	0.06874825	2.582191
5513	1	-5874.219	-5862.842	-11.37724	1.84845	-0.01830854	1.863287	0.0610855	0.04277697	1.428
5514	0	-5873.198	-5861.253	-11.94497	1.846767	-0.08332729	1.865128	0.1344215	0.05109425	2.630854
5515	1	-5872.522	-5860.915	-11.60777	1.84845	0.1281805	1.854654	0.007173588	0.1353541	0.05299868
5516	0	-5872.03	-5860.682	-11.34788	1.846767	-0.09642894	1.847186	0.1020509	0.005621987	18.15211
5517	1	-5876.296	-5860.334	-15.96204	1.850284	0.3899601	1.851629	0.1673421	0.5573022	0.3002717
5518	0	-5872.826	-5860.852	-11.97338	1.846767	0.07498574	1.857898	0.05859484	0.1335806	0.4386479
5519	1	-5871.975	-5860.09	-11.88488	1.850284	0.05509731	1.85063	0.06371052	0.1188078	0.5362485
5520	0	-5871.773	-5860.901	-10.87229	1.846767	-0.01484528	1.854557	0.02405672	0.009211442	2.611613
5521	1	-5873.411	-5860.263	-13.14814	1.850284	0.3529946	1.852498	0.005528754	0.3585234	0.0154209
5522	0	-5874.177	-5862.112	-12.06491	1.848961	0.002165008	1.850756	0.1022677	0.1044328	0.9792689
5523	1	-5877.092	-5864.514	-12.57792	1.850284	-0.01399506	1.863044	0.1440634	0.1300683	1.107598
5524	0	-5872.565	-5860.565	-12.00044	1.848961	-0.07412575	1.85208	0.1358925	0.06176673	2.200092
5525	1	-5874.277	-5862.091	-12.1869	1.850284	0.1684103	1.866325	0.02644349	0.1948538	0.1357094
5526	0	-5873.425	-5860.766	-12.65892	1.847157	-0.006887014	1.850606	0.1478802	0.1409932	1.048846
5527	1	-5875.451	-5862.502	-12.94943	1.850575	-0.01820885	1.868365	0.1706532	0.1524444	1.119446
5528	0	-5873.918	-5860.954	-12.96367	1.84513	0.1787913	1.855789	0.07598348	0.2547748	0.2982378
5529	1	-5876.223	-5861.87	-14.35241	1.850575	0.1713084	1.852188	0.17186	0.3431684	0.5008036
5530	0	-5873.027	-5859.78	-13.24693	1.843227	0.05686691	1.84933	0.1559166	0.2127835	0.7327476
5531	1	-5874.984	-5863.566	-11.41768	1.850575	0.1001736	1.874888	0.002983733	0.1031574	0.0289241
5532	0	-5872.765	-5859.505	-13.25929	1.843227	0.1202741	1.84595	0.1262335	0.2465077	0.5120876
5533	1	-5873.984	-5862.555	-11.42882	1.850575	0.01339647	1.851789	0.05149645	0.06489292	0.7935603
5534	0	-5873.055	-5861.201	-11.85411	1.843227	0.07632902	1.845606	0.05200049	0.1283295	0.4052107
5535	1	-5872.591	-5860.24	-12.35084	1.850575	-0.04213192	1.85167	0.1441469	0.102015	1.412997
5536	0	-5874.983	-5859.761	-15.22198	1.843227	0.1350165	1.850713	0.2451258	0.3801423	0.6448265
5537	1	-5874.404	-5862.072	-12.33182	1.850575	0.05018538	1.861823	0.09484257	0.1450279	0.6539606
5538	0	-5874.649	-5861.31	-13.33887	1.843227	0.3335703	1.860028	0.02630717	0.3598775	0.07310036
5539	1	-5875.094	-5863.344	-11.74943	1.850575	-0.1259951	1.855867	0.1440776	0.01808248	7.967802
5540	0	-5872.904	-5859.792	-13.1115	1.843227	-0.1374622	1.843807	0.2457217	0.1082594	2.269749
5541	1	-5876.559	-5863.277	-13.28191	1.850575	0.2908678	1.87343	0.04033501	0.3312028	0.1217834
5542	0	-5871.824	-5860.344	-11.48029	1.843227	-0.1198345	1.853934	0.1222203	0.002385836	51.22746
5543	1	-5872.517	-5860.78	-11.73769	1.850575	-0.07872572	1.857085	0.1187707	0.040045	2.965931
5544	0	-5875.55	-5864.192	-11.35822	1.843227	0.03127249	1.870969	0.03346777	0.06474026	0.5169545
5545	1	-5879.647	-5866.993	-12.6542	1.868225	-0.04208064	1.90198	0.1560262	0.1139456	1.369305
5546	0	-5875.903	-5863.473	-12.42978	1.843227	0.004164207	1.865293	0.1241087	0.1282729	0.9675363
5547	1	-5874.073	-5863.141	-10.93215	1.868225	-0.02272485	1.871126	0.02854719	0.005822342	4.903043
5548	0	-5879.105	-5865.127	-13.97764	1.843227	0.01548837	1.855925	0.2243429	0.2398312	0.9354197
5549	1	-5877.005	-5864.407	-12.59802	1.863795	-0.2565451	1.882649	0.2655956	0.009050457	29.34609
5550	0	-5872.443	-5860.775	-11.66861	1.843227	0.01720423	1.852123	0.06678474	0.08398898	0.7951608
5551	1	-5876.541	-5863.916	-12.6251	1.863795	-0.1120708	1.875555	0.1939974	0.08192659	2.367942
5552	0	-5873.618	-5862.429	-11.18925	1.843227	0.06256981	1.85507	0.008911743	0.07148156	0.1246719
5553	1	-5875.436	-5862.445	-12.99054	1.863795	0.3134089	1.865973	0.01105874	0.3244677	0.0340827
5554	0	-5873.002	-5861.359	-11.64364	1.846014	0.01316379	1.854831	0.06621058	0.07937437	0.8341556
5555	1	-5875.853	-5862.584	-13.26892	1.863795	-0.0179652	1.865544	0.1916568	0.1736916	1.103432
5556	0	-5879.338	-5866.361	-12.97779	1.846014	-0.01208229	1.859157	0.1703652	0.1582829	1.076333
5557	1	-5875.734	-5864.24	-11.49369	1.858115	-0.09348856	1.859063	0.1084014	0.01491286	7.26899
5558	0	-5877.569	-5865.167	-12.40153	1.846014	0.01799083	1.853491	0.1172045	0.1351953	0.8669271
5559	1	-5878.752	-5865.985	-12.76755	1.858115	-0.05028355	1.884141	0.1712157	0.1209322	1.4158
5560	0	-5874.057	-5862.204	-11.85298	1.846014	0.1397974	1.858272	0.01804733	0.1578447	0.114336
5561	1	-5875.523	-5862.711	-12.81196	1.858115	0.005912752	1.867625	0.1486593	0.1545721	0.9617476
5562	0	-5876.327	-5862.974	-13.35249	1.846014	0.2325389	1.852137	0.07600674	0.3085457	0.2463387
5563	1	-5876.525	-5865.255	-11.27034	1.858115	0.0200084	1.886136	0.02905898	0.04906739	0.592226
5564	0	-5875.322	-5861.3	-14.02201	1.846014	-0.1178313	1.851402	0.2940192	0.1761878	1.668783
5565	1	-5874.783	-5861.821	-12.96221	1.858115	-0.2957221	1.86108	0.3141555	0.01843336	17.04276
5566	0	-5872.29	-5860.884	-11.40594	1.846014	0.08052231	1.85054	0.01672378	0.09724608	0.1719738
5567	1	-5876.517	-5865.461	-11.0562	1.858115	0.03458311	1.860446	0.01165859	0.0462417	0.2521228
5568	0	-5875.918	-5864.444	-11.47445	1.856461	-0.03365834	1.873179	0.07362861	0.03997027	1.842084
5569	1	-5877.914	-5865.413	-12.50077	1.858115	-0.2418362	1.880251	0.2515083	0.009672102	26.00348
5570	0	-5876.566	-5864.233	-12.33285	1.856461	-0.1780598	1.859084	0.2108137	0.03275389	6.436295
5571	1	-5877.586	-5865.97	-11.61572	1.858115	-0.1258998	1.870516	0.1312896	0.005389778	24.359
5572	0	-5876.504	-5864.523	-11.9813	1.856461	-0.08477382	1.867745	0.1368774	0.0521036	2.627024
5573	1	-5880.397	-5868.542	-11.85521	1.858115	-0.0613573	1.858208	0.1180599	0.05670256	2.082091
5574	0	-5876.508	-5863.355	-13.1526	1.856461	-0.2351405	1.866239	0.2944749	0.05933441	4.962971
5575	1	-5872.836	-5861.614	-11.22187	1.858115	0.04855412	1.864101	0.01623125	0.06478536	0.2505388
5576	0	-5875.865	-5864.116	-11.74885	1.856461	0.1367122	1.860199	0.01182891	0.1485411	0.07963394
5577	1	-5874.33	-5861.475	-12.85506	1.858115	-0.01808396	1.861585	0.1650078	0.1469238	1.123084
5578	0	-5878.936	-5864.009	-14.92674	1.856461	-0.0229361	1.87955	0.3001114	0.2771753	1.082749
5579	1	-5873.06	-5862.234	-10.82658	1.858115	0.0159478	1.866999	0.002232725	0.01818052	0.1228086
5580	0	-5874.92	-5863.19	-11.72964	1.856461	-0.08106006	1.860721	0.1185395	0.03747942	3.162788
5581	1	-5873.906	-5861.148	-12.75736	1.858115	-0.2272427	1.858941	0.2654361	0.03819341	6.949789
5582	0	-5875.416	-5862.915	-12.50102	1.856461	-0.2448114	1.860959	0.2566396	0.01182819	21.69728
5583	1	-5873.584	-5861.266	-12.31712	1.845376	0.2048422	1.85155	0.0205423	0.2253845	0.09114336
5584	0	-5874.627	-5862.805	-11.82169	1.856461	-0.003526809	1.865782	0.085035	0.08150819	1.043269
5585	1	-5873.107	-5860.36	-12.74692	1.845376	-0.2021605	1.845436	0.2543168	0.05215625	4.876055
5586	0	-5876.721	-5863.054	-13.66699	1.856461	-0.3361232	1.860697	0.3818947	0.04577151	8.343502
5587	1	-5876.432	-5862.408	-14.02358	1.845376	-0.2323537	1.872368	0.3503137	0.11796	2.969766
5588	0	-5876.966	-5865.349	-11.61716	1.856461	-0.0211721	1.871494	0.07815001	0.0569779	1.371584
5589	1	-5873.827	-5862.624	-11.20245	1.845376	0.0673259	1.852551	0.008165459	0.07549136	0.1081642
5590	0	-5874.76	-5862.328	-12.4322	1.856461	-0.2491226	1.858537	0.2543992	0.005276612	48.21261
5591	1	-5874.499	-5860.542	-13.9574	1.845376	-0.3893804	1.848305	0.431413	0.04203263	10.26376
5592	0	-5881.425	-5864.659	-16.76603	1.856461	-0.5265858	1.859512	0.6747915	0.1482057	4.553073
5593	1	-5876.826	-5862.677	-14.14851	1.845376	-0.04976749	1.847477	0.2694537	0.2196862	1.226539
5594	0	-5877.504	-5862.32	-15.18398	1.856461	-0.5629715	1.863057	0.5967385	0.03376697	17.67225
5595	1	-5873.564	-5859.963	-13.60036	1.845376	-0.1095597	1.847387	0.2637559	0.1541961	1.710522
5596	0	-5874.19	-5863.061	-11.12882	1.856461	-0.04751963	1.858703	0.05851973	0.0110001	5.319928
5597	1	-5872.589	-5861.032	-11.55665	1.845376	-0.04588517	1.847604	0.09148712	0.04560195	2.006211
5598	0	-5880.287	-5862.215	-18.0718	1.850552	0.7814117	1.85204	0.1054846	0.8868963	0.1189368
5599	1	-5873.688	-5861.915	-11.77306	1.845376	0.1437425	1.848199	0.01299111	0.1567336	0.08288656
5600	0	-5873.002	-5861.455	-11.54702	1.850552	0.08508935	1.851772	0.02433229	0.1094216	0.2223719
5601	1	-5872.34	-5860.521	-11.81948	1.845376	-0.03461472	1.858852	0.1022631	0.06764834	1.511686
5602	0	-5872.056	-5860.92	-11.13562	1.850552	0.009000462	1.857449	0.03096103	0.03996149	0.7747716
5603	1	-5871.872	-5859.735	-12.13722	1.845376	-0.08793825	1.846912	0.1537845	0.06584621	2.33551
