Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	diversification	extant_mrca	extinction_rate	speciation_rate	turnover
2337	1	-5873.74	-5862.909	-10.83097	1.846305	0.01955604	1.859697	0.00253035	0.02208639	0.114566
2338	0	-5874.087	-5861.576	-12.51116	1.846571	0.003351996	1.852007	0.132211	0.135563	0.9752735
2339	1	-5876.421	-5860.537	-15.88394	1.846305	-0.2351717	1.85367	0.4718992	0.2367274	1.993428
2340	0	-5872.984	-5861.342	-11.64236	1.846571	-0.04993133	1.850303	0.09873277	0.04880144	2.023153
2341	1	-5875.664	-5862.51	-13.15369	1.846305	-0.1823323	1.851086	0.2700364	0.08770409	3.078949
2342	0	-5872.206	-5860.996	-11.20928	1.846571	-0.08125531	1.852438	0.08293738	0.001682068	49.30678
2343	1	-5871.471	-5859.533	-11.93751	1.846305	0.1293392	1.849268	0.03089152	0.1602308	0.192794
2344	0	-5877.347	-5863.488	-13.85877	1.846571	-0.1150825	1.869065	0.2797024	0.1646199	1.69908
2345	1	-5872.608	-5859.923	-12.68527	1.846305	0.1610387	1.853219	0.06625178	0.2272905	0.2914851
2346	0	-5871.437	-5860.11	-11.32733	1.846571	-0.07907206	1.849564	0.09114932	0.01207727	7.547181
2347	1	-5874.717	-5863.076	-11.64093	1.846305	0.02327976	1.870683	0.05789591	0.08117567	0.7132175
2348	0	-5873.279	-5862.015	-11.26437	1.846571	0.05028613	1.851328	0.0213509	0.07163703	0.2980428
2349	1	-5877.165	-5861.295	-15.87015	1.841221	-0.2119044	1.848552	0.4600475	0.2481431	1.85396
2350	0	-5871.739	-5859.673	-12.06545	1.846571	-0.1054886	1.848587	0.1571657	0.05167709	3.041303
2351	1	-5875.194	-5860.213	-14.98037	1.841221	0.5052553	1.84323	0.05160524	0.5568605	0.09267175
2352	0	-5872.813	-5860.957	-11.85629	1.846571	-0.09290071	1.854442	0.1350503	0.04214961	3.204071
2353	1	-5873.722	-5862.497	-11.22436	1.841221	-0.01508497	1.854724	0.0502667	0.03518173	1.428773
2354	0	-5873.215	-5861.974	-11.24092	1.846571	0.04560428	1.866094	0.01865957	0.06426385	0.2903587
2355	1	-5872.504	-5859.376	-13.1276	1.841221	-0.07691894	1.842103	0.2160296	0.1391107	1.552933
2356	0	-5872.797	-5861.001	-11.7962	1.846571	-0.04594899	1.847523	0.1083389	0.0623899	1.736481
2357	1	-5872.747	-5861.854	-10.89341	1.841221	0.01333941	1.85098	0.01237203	0.02571144	0.4811878
2358	0	-5874.624	-5863.256	-11.3674	1.846571	0.02869915	1.877644	0.03385821	0.06255735	0.5412347
2359	1	-5875.923	-5860.932	-14.99078	1.841221	-0.05854143	1.851491	0.3267364	0.268195	1.218279
2360	0	-5876.149	-5862.5	-13.6491	1.846571	0.1849979	1.853073	0.1188008	0.3037987	0.3910511
2361	1	-5869.721	-5858.55	-11.17131	1.841221	-0.03021574	1.84209	0.05669494	0.02647921	2.141112
2362	0	-5874.978	-5863.253	-11.72494	1.846571	-0.09974961	1.846625	0.1308439	0.03109426	4.207975
2363	1	-5870.689	-5858.756	-11.9324	1.841221	-0.151132	1.841871	0.1725086	0.02137656	8.069989
2364	0	-5877.117	-5865.248	-11.86919	1.846571	-0.02234927	1.865818	0.09770757	0.07535829	1.296574
2365	1	-5869.852	-5859.136	-10.71632	1.841221	-0.0007520858	1.843998	0.007772501	0.007020415	1.107128
2366	0	-5874.818	-5862.255	-12.56278	1.846571	0.03292218	1.851905	0.1213313	0.1542535	0.7865709
2367	1	-5872.793	-5860.78	-12.01277	1.841221	-0.06556459	1.845752	0.1339132	0.06834866	1.959267
2368	0	-5876.875	-5864.25	-12.62523	1.846571	0.02109422	1.860218	0.1300215	0.1511157	0.8604101
2369	1	-5871.24	-5859.96	-11.27964	1.841221	-0.07569321	1.84382	0.08724158	0.01154837	7.554449
2370	0	-5875.551	-5862.487	-13.06442	1.846571	0.2868085	1.851949	0.03136162	0.3181701	0.09856871
2371	1	-5870.898	-5859.43	-11.46736	1.841221	0.1043617	1.844549	0.0108193	0.115181	0.09393305
2372	0	-5872.329	-5860.81	-11.51919	1.846571	-0.0465893	1.859824	0.08635092	0.03976162	2.171715
2373	1	-5873.478	-5860.565	-12.91358	1.841221	0.01958885	1.854425	0.151111	0.1706999	0.8852439
2374	0	-5871.257	-5859.761	-11.49611	1.846571	-0.04146398	1.847477	0.0846764	0.04321242	1.959538
2375	1	-5870.683	-5858.821	-11.86195	1.841221	-0.1843012	1.842088	0.1846507	0.0003494968	528.3331
2376	0	-5878.092	-5865.057	-13.03518	1.846571	-0.02937834	1.860247	0.183068	0.1536897	1.191154
2377	1	-5874.537	-5862.132	-12.40546	1.841221	-0.1577783	1.845851	0.2080204	0.0502421	4.14036
2378	0	-5873.842	-5860.15	-13.69139	1.846571	0.3378871	1.847181	0.04875359	0.3866406	0.1260953
2379	1	-5872.068	-5860.253	-11.81498	1.841221	0.1634017	1.844054	0.007002888	0.1704046	0.04109566
2380	0	-5875.405	-5864.229	-11.17563	1.846571	-0.04478225	1.850831	0.0624475	0.01766526	3.535047
2381	1	-5872.097	-5859.89	-12.20757	1.841931	0.008712679	1.843028	0.110406	0.1191187	0.9268571
2382	0	-5872.792	-5861.982	-10.81029	1.846571	0.0198609	1.848653	0.003450783	0.02331168	0.1480281
2383	1	-5874.388	-5862.671	-11.71715	1.841931	0.02742166	1.858416	0.06376451	0.09118617	0.6992783
2384	0	-5874.053	-5860.748	-13.30479	1.842798	-0.2500803	1.844958	0.3160451	0.06596482	4.791116
2385	1	-5872.445	-5861.052	-11.39298	1.841931	0.07743581	1.865853	0.01420211	0.09163792	0.1549807
2386	0	-5871.262	-5859.453	-11.8097	1.842798	0.1400084	1.845814	0.01745096	0.1574593	0.1108284
2387	1	-5873.381	-5862.572	-10.80916	1.845597	0.0005323717	1.869838	0.007922039	0.008454411	0.9370303
2388	0	-5872.754	-5861.425	-11.32954	1.842798	0.02413161	1.854568	0.03834267	0.06247428	0.6137353
2389	1	-5873.422	-5860.058	-13.36379	1.845597	0.2731446	1.850819	0.05778515	0.3309298	0.1746145
2390	0	-5872.849	-5861.888	-10.9612	1.842798	-0.001316043	1.849215	0.02520439	0.02388835	1.055091
2391	1	-5871.139	-5860.303	-10.83605	1.845597	-0.01790972	1.847221	0.02460298	0.006693265	3.675782
2392	0	-5874.299	-5861.756	-12.54267	1.842798	0.1538776	1.853362	0.0601203	0.2139979	0.2809387
2393	1	-5875.91	-5861.708	-14.20215	1.845597	-0.1155608	1.86052	0.3034813	0.1879205	1.614945
2394	0	-5873.114	-5859.795	-13.31913	1.843612	0.2365875	1.844997	0.07332651	0.309914	0.2366028
2395	1	-5871.736	-5860.558	-11.17746	1.845597	0.01057276	1.846291	0.03580942	0.04638218	0.7720513
2396	0	-5872.067	-5859.689	-12.3777	1.843612	0.1039213	1.843734	0.07501614	0.1789375	0.419231
2397	1	-5872.589	-5859.832	-12.75788	1.845597	-0.2810162	1.852409	0.294538	0.01352181	21.78243
2398	0	-5873.689	-5862.049	-11.64037	1.843612	-0.06398383	1.847172	0.1065132	0.04252941	2.504461
2399	1	-5875.345	-5863.056	-12.28887	1.845597	0.1243396	1.856646	0.05697984	0.1813194	0.3142512
2400	0	-5876.437	-5865.497	-10.94008	1.843612	0.02816331	1.857831	0.006829251	0.03499256	0.1951629
2401	1	-5872.615	-5861.771	-10.84442	1.845597	0.002794404	1.850333	0.01417004	0.01696444	0.8352788
2402	0	-5881.009	-5868.425	-12.58371	1.843612	0.1476941	1.881072	0.06060024	0.2082943	0.2909356
2403	1	-5871.733	-5860.778	-10.95464	1.845597	0.005982803	1.847953	0.02136609	0.02734889	0.7812415
2404	0	-5876.196	-5863.835	-12.361	1.843612	0.08987848	1.854281	0.07852288	0.1684014	0.4662841
2405	1	-5875.894	-5864.754	-11.14037	1.845597	-0.04408822	1.855181	0.05870489	0.01461667	4.016297
2406	0	-5879.901	-5865.123	-14.77734	1.843612	-0.3459592	1.856812	0.4587649	0.1128057	4.06686
2407	1	-5877.307	-5864.343	-12.96451	1.845597	-0.250242	1.849284	0.2933769	0.04313492	6.801379
2408	0	-5875.082	-5863.55	-11.53185	1.841521	-0.04832947	1.841991	0.09169791	0.04336844	2.114393
2409	1	-5873.322	-5860.886	-12.4357	1.845597	0.2309109	1.856743	0.01495705	0.245868	0.06083368
2410	0	-5871.645	-5859.7	-11.94572	1.841521	0.1664318	1.846807	0.01413909	0.1805709	0.07830216
2411	1	-5871.257	-5859.64	-11.61683	1.845597	0.1175151	1.849861	0.01399357	0.1315087	0.1064079
2412	0	-5871.615	-5859.759	-11.85585	1.841521	0.1233348	1.850462	0.02808986	0.1514247	0.1855038
2413	1	-5873.377	-5862.305	-11.07159	1.845597	0.02480111	1.852408	0.01951473	0.04431584	0.4403556
2414	0	-5869.896	-5858.78	-11.11532	1.841521	-0.03626542	1.844612	0.05519675	0.01893133	2.91563
2415	1	-5879.177	-5865.126	-14.05117	1.845597	0.171441	1.85391	0.1518164	0.3232574	0.4696455
2416	0	-5871.642	-5858.594	-13.04868	1.841521	0.01163808	1.842376	0.166582	0.1782201	0.9346983
2417	1	-5872.826	-5860.546	-12.27949	1.845597	0.2390094	1.848956	0.00159619	0.2406056	0.006634053
2418	0	-5875.631	-5864.482	-11.14932	1.841521	0.01021435	1.875039	0.02762724	0.03784159	0.7300761
2419	1	-5874.077	-5861.493	-12.58353	1.845597	-0.1948037	1.847213	0.2386566	0.04385298	5.442199
2420	0	-5876.252	-5862.067	-14.18484	1.841521	0.03836055	1.845204	0.2281105	0.2664711	0.8560423
2421	1	-5874.805	-5864.088	-10.71622	1.845597	-0.006939056	1.851125	0.009146804	0.002207747	4.143048
2422	0	-5879.105	-5865.667	-13.43765	1.841521	-0.1108911	1.853803	0.2525111	0.14162	1.783019
2423	1	-5875.553	-5862.315	-13.23868	1.845597	0.1236874	1.862953	0.1204805	0.2441679	0.4934329
2424	0	-5875.033	-5863.664	-11.36846	1.841521	-0.0104693	1.850141	0.05953459	0.04906529	1.213375
2425	1	-5877.069	-5862.893	-14.17649	1.845597	0.2323431	1.854115	0.1303573	0.3627004	0.3594076
2426	0	-5877.863	-5862.711	-15.15271	1.841521	-0.2356664	1.84757	0.4269606	0.1912942	2.231958
2427	1	-5874.23	-5861.658	-12.57258	1.845597	-0.1714629	1.866243	0.2231617	0.05169875	4.316578
2428	0	-5872.939	-5860.817	-12.12229	1.841521	-0.09560845	1.856154	0.154642	0.05903354	2.619562
2429	1	-5875.332	-5863.657	-11.67466	1.845597	0.0755428	1.852394	0.03821552	0.1137583	0.335936
2430	0	-5876.374	-5862.319	-14.05518	1.841521	0.274026	1.842318	0.1034207	0.3774467	0.2740008
2431	1	-5874.04	-5862.321	-11.71942	1.845597	0.003261675	1.855677	0.076786	0.08004768	0.9592533
2432	0	-5872.184	-5860.077	-12.10675	1.841521	-0.01486003	1.845356	0.1149595	0.1000994	1.148453
2433	1	-5875.608	-5863.625	-11.9834	1.845597	-0.09214101	1.873878	0.1401197	0.04797872	2.920456
2434	0	-5879.645	-5866.104	-13.54149	1.841521	-0.1346751	1.85002	0.2718611	0.137186	1.981697
2435	1	-5873.148	-5861.779	-11.36862	1.845597	-0.02827504	1.849624	0.06856122	0.04028618	1.701855
2436	0	-5872.813	-5860.415	-12.39842	1.841521	0.2502011	1.842377	0.005837282	0.2560384	0.02279846
2437	1	-5873.515	-5862.077	-11.43744	1.845597	0.01562891	1.865731	0.04822347	0.06385238	0.7552337
2438	0	-5876.894	-5864.272	-12.62107	1.841521	0.1835999	1.848563	0.052168	0.2357678	0.2212685
2439	1	-5873.865	-5861.44	-12.42534	1.845597	0.2147249	1.848189	0.0235525	0.2382774	0.09884485
2440	0	-5876.565	-5865.168	-11.39733	1.842031	0.08743951	1.851072	0.01264576	0.1000853	0.1263499
2441	1	-5876.095	-5863.802	-12.29304	1.845597	0.1639294	1.874813	0.03430488	0.1982342	0.1730522
2442	0	-5876.779	-5863.702	-13.07685	1.842031	0.2337767	1.854475	0.05728874	0.2910654	0.1968243
2443	1	-5872.122	-5860.103	-12.0189	1.845597	0.00729432	1.853712	0.09605721	0.1033515	0.9294222
2444	0	-5873.815	-5862.741	-11.07403	1.842031	0.01702723	1.852019	0.02371639	0.04074362	0.5820884
2445	1	-5876.643	-5862.339	-14.30388	1.845597	-0.4868898	1.860945	0.5026684	0.01577861	31.85759
2446	0	-5875.022	-5862.452	-12.57066	1.842031	-0.1158385	1.847378	0.1973928	0.08155429	2.420385
2447	1	-5871.962	-5860.26	-11.70164	1.845597	-0.1351587	1.850083	0.146519	0.01136037	12.89738
2448	0	-5873.199	-5861.539	-11.66076	1.842031	0.02690721	1.844555	0.06284463	0.08975184	0.7002043
2449	1	-5875.287	-5861.761	-13.52587	1.845597	0.1781087	1.85958	0.1132145	0.2913232	0.3886216
2450	0	-5875.449	-5862.39	-13.059	1.842031	-0.2494102	1.85516	0.2987078	0.04929757	6.05928
2451	1	-5873.972	-5861.244	-12.72779	1.845597	0.2925818	1.846138	0.006926496	0.2995082	0.02312623
2452	0	-5878.363	-5866.82	-11.54281	1.842031	-0.05484584	1.873071	0.08958388	0.03473805	2.578841
2453	1	-5872.191	-5859.992	-12.19911	1.845597	0.20835	1.846286	0.01148159	0.2198316	0.05222901
2454	0	-5875.196	-5863.458	-11.73801	1.842031	-0.03010203	1.850912	0.09556557	0.06546354	1.459829
2455	1	-5878	-5860.606	-17.3937	1.845597	-0.5782454	1.84652	0.7419979	0.1637526	4.531214
2456	0	-5877.74	-5863.37	-14.37079	1.842031	-0.2518754	1.84348	0.3872653	0.1353899	2.860371
2457	1	-5874.963	-5863.846	-11.11662	1.845597	0.04256017	1.880495	0.007755439	0.05031561	0.1541359
2458	0	-5878.455	-5863.236	-15.21888	1.842031	-0.5297665	1.844165	0.5856644	0.05589795	10.47739
2459	1	-5874.691	-5860.88	-13.81123	1.845597	0.366319	1.84733	0.04261945	0.4089385	0.1042197
2460	0	-5870.968	-5860.162	-10.80543	1.842031	0.01540962	1.849308	0.005154316	0.02056393	0.2506484
2461	1	-5873.191	-5861.574	-11.61615	1.845597	0.01495429	1.861994	0.06190609	0.07686038	0.8054356
2462	0	-5874.172	-5860.138	-14.0341	1.842031	0.3533637	1.848614	0.0636319	0.4169956	0.1525961
2463	1	-5876.196	-5864.922	-11.27357	1.845597	-0.0006873504	1.846193	0.04836601	0.04767866	1.014416
2464	0	-5872.148	-5860.785	-11.36234	1.842031	-0.0555849	1.855122	0.08066741	0.02508251	3.216082
2465	1	-5876.72	-5863.02	-13.7	1.845597	0.06748904	1.863908	0.1780243	0.2455133	0.7251104
2466	0	-5874.906	-5861.75	-13.15662	1.842031	-0.3458122	1.849798	0.3556754	0.009863125	36.06112
2467	1	-5877.925	-5865.288	-12.63732	1.845597	0.1811091	1.874065	0.04964321	0.2307523	0.2151363
2468	0	-5873.067	-5860.837	-12.22966	1.843787	0.0858677	1.846789	0.07315973	0.1590274	0.4600447
2469	1	-5871.999	-5861.082	-10.91607	1.845597	0.0271094	1.846644	0.008175486	0.03528489	0.2316994
2470	0	-5872.201	-5860.692	-11.50894	1.843787	0.1092909	1.855	0.009332274	0.1186232	0.07867156
2471	1	-5875.772	-5862.143	-13.62907	1.845597	-0.2911364	1.861632	0.356065	0.06492863	5.483945
2472	0	-5872.854	-5861.351	-11.50293	1.843787	0.1204425	1.850138	0.00439136	0.1248338	0.03517764
2473	1	-5875.925	-5862.82	-13.10506	1.845597	0.3468317	1.848978	0.006240069	0.3530718	0.01767365
2474	0	-5874.138	-5861.56	-12.57767	1.843787	0.01280202	1.854151	0.1316687	0.1444707	0.9113867
2475	1	-5872.931	-5861.972	-10.95897	1.845597	-0.004230902	1.854231	0.0252782	0.0210473	1.201019
2476	0	-5872.765	-5860.479	-12.28597	1.845789	-0.05717779	1.853885	0.146966	0.08978821	1.636807
2477	1	-5871.979	-5861.024	-10.95489	1.844275	-0.004555198	1.862053	0.02332582	0.01877062	1.242677
2478	0	-5874.647	-5862.339	-12.30845	1.845789	-0.2378934	1.856241	0.2409342	0.003040768	79.23466
2479	1	-5870.728	-5859.189	-11.53965	1.844275	0.04015757	1.84579	0.04736327	0.08752084	0.5411657
2480	0	-5874.781	-5861.561	-13.21985	1.845789	0.0314947	1.85375	0.1660035	0.1974982	0.8405317
2481	1	-5872.535	-5860.268	-12.26783	1.844275	-0.2030247	1.847402	0.2216636	0.01863891	11.89252
2482	0	-5877.052	-5863.048	-14.00492	1.845789	0.2067485	1.848986	0.1325551	0.3393036	0.3906682
2483	1	-5872.895	-5861.417	-11.47799	1.844275	0.02570036	1.847065	0.04975888	0.07545924	0.659414
2484	0	-5873.51	-5862.572	-10.93857	1.845789	-0.01444721	1.852287	0.02928894	0.01484173	1.973418
2485	1	-5870.588	-5859.47	-11.11805	1.844275	-0.03929904	1.845545	0.05657567	0.01727662	3.274694
2486	0	-5875.333	-5861.843	-13.48953	1.845789	0.227393	1.861707	0.08643254	0.3138255	0.2754159
2487	1	-5874.345	-5861.754	-12.59083	1.844275	-0.03817879	1.86469	0.1563158	0.118137	1.323174
2488	0	-5873.031	-5860.341	-12.69004	1.845789	-0.05079291	1.847463	0.1728484	0.1220555	1.416146
2489	1	-5878.17	-5865.588	-12.58125	1.844275	-0.138539	1.903521	0.1999265	0.06138744	3.256797
2490	0	-5873.3	-5862.11	-11.19033	1.845789	-0.04725987	1.867211	0.06115839	0.01389852	4.400352
2491	1	-5872.72	-5860.691	-12.02903	1.844275	-0.04968564	1.846076	0.1267261	0.07704044	1.644929
2492	0	-5875.916	-5864.301	-11.61511	1.845789	0.05803385	1.877624	0.03741869	0.09545254	0.3920135
2493	1	-5872.855	-5861.666	-11.18898	1.844275	0.07090341	1.849098	0.006113984	0.07701739	0.07938446
2494	0	-5877.261	-5865.61	-11.65121	1.845789	0.07860663	1.850217	0.03543868	0.1140453	0.3107421
2495	1	-5874.515	-5860.914	-13.6008	1.844275	0.3662981	1.845573	0.02974387	0.396042	0.07510282
2496	0	-5876.333	-5862.857	-13.47583	1.845789	-0.2107603	1.854873	0.3055239	0.09476363	3.224063
2497	1	-5873.034	-5861.987	-11.04653	1.843853	-0.007405269	1.86513	0.03089715	0.02349188	1.315227
2498	0	-5876.254	-5864.456	-11.79832	1.844142	-0.1506074	1.850613	0.1609852	0.01037785	15.51238
2499	1	-5876.43	-5863.776	-12.65391	1.843853	0.08039745	1.851798	0.1041718	0.1845693	0.564405
2500	0	-5876.854	-5864.795	-12.05957	1.854406	-0.1116711	1.871836	0.1552743	0.04360321	3.561074
2501	1	-5876.238	-5864.336	-11.90191	1.843853	-0.01097709	1.850209	0.09776395	0.08678686	1.126483
2502	0	-5877.447	-5864.37	-13.07717	1.854406	0.2916267	1.867529	0.02713254	0.3187593	0.08511921
2503	1	-5874.593	-5861.282	-13.31142	1.843853	0.2199583	1.854298	0.07939899	0.2993573	0.2652315
2504	0	-5876.527	-5863.96	-12.56618	1.854406	-0.007596547	1.870701	0.1381733	0.1305768	1.058177
2505	1	-5872.172	-5860.734	-11.43808	1.843853	0.01451745	1.848048	0.05228245	0.0667999	0.7826726
2506	0	-5876.445	-5863.61	-12.83474	1.854406	0.2982882	1.854573	0.01009537	0.3083836	0.03273641
2507	1	-5873.294	-5860.693	-12.60099	1.843906	-0.1747726	1.847585	0.2296194	0.05484681	4.186559
2508	0	-5875.703	-5864.686	-11.01776	1.854406	-0.01364553	1.869977	0.03070014	0.01705461	1.800108
2509	1	-5872.992	-5861.583	-11.40816	1.843906	0.0551618	1.84405	0.03077957	0.08594137	0.3581462
2510	0	-5875.098	-5862.727	-12.37045	1.842452	0.09221421	1.842591	0.08028284	0.1724971	0.4654157
2511	1	-5874.604	-5863.588	-11.016	1.843906	-0.0249009	1.847622	0.04132548	0.01642458	2.516075
2512	0	-5873.48	-5860.738	-12.74269	1.842452	-0.2647538	1.844329	0.2862409	0.0214871	13.32153
2513	1	-5878.907	-5865.853	-13.05353	1.843906	0.2694012	1.848476	0.03942326	0.3088244	0.1276559
2514	0	-5871.932	-5860.382	-11.55005	1.842452	-0.0252687	1.843412	0.0811573	0.0558886	1.452126
2515	1	-5876.234	-5864.062	-12.17147	1.843906	0.01404976	1.881783	0.09793829	0.1119881	0.8745423
2516	0	-5874.359	-5862.841	-11.51729	1.842452	-0.01292687	1.86801	0.06754583	0.05461896	1.236674
2517	1	-5876.004	-5863.397	-12.60665	1.843906	0.2154852	1.846922	0.03561401	0.2510993	0.1418324
2518	0	-5874.065	-5860.328	-13.73663	1.842452	0.2108486	1.844906	0.1132706	0.3241192	0.349472
2519	1	-5877.228	-5861.739	-15.48931	1.843906	-0.04217059	1.844756	0.3504404	0.3082698	1.136798
2520	0	-5872.768	-5861.319	-11.44844	1.842452	-0.1083633	1.845028	0.1157191	0.007355779	15.73173
2521	1	-5877.653	-5864.086	-13.56716	1.843906	-0.2389956	1.874361	0.3230359	0.0840403	3.843821
2522	0	-5874.632	-5861.961	-12.67077	1.842452	0.2452475	1.861954	0.02313988	0.2683874	0.0862182
2523	1	-5873.905	-5862.627	-11.27828	1.843906	-0.07383126	1.849485	0.08483602	0.01100476	7.709031
2524	0	-5874.858	-5861.678	-13.18016	1.842452	0.05972762	1.842923	0.1510968	0.2108244	0.7166949
2525	1	-5874.389	-5861.913	-12.47619	1.843906	0.1767307	1.850013	0.04482734	0.221558	0.2023278
2526	0	-5878.642	-5864.418	-14.22388	1.842452	0.1785342	1.867418	0.1573297	0.3358639	0.4684329
2527	1	-5873.892	-5860.629	-13.26224	1.843906	-0.1690958	1.846983	0.27102	0.1019241	2.659036
2528	0	-5875.04	-5860.351	-14.68845	1.842452	0.3510623	1.845442	0.106594	0.4576562	0.2329127
2529	1	-5872.845	-5861.371	-11.47356	1.843906	0.04848408	1.852089	0.03707297	0.08555705	0.4333129
2530	0	-5871.134	-5859.981	-11.15244	1.842452	-0.007535384	1.844151	0.04346186	0.03592648	1.209745
2531	1	-5876.334	-5864.94	-11.39332	1.843906	0.03414429	1.847538	0.03952045	0.07366474	0.5364907
2532	0	-5874.331	-5861.44	-12.89095	1.842452	-0.29359	1.848228	0.3106047	0.01701471	18.25507
2533	1	-5873.366	-5861.106	-12.25947	1.843906	-0.03472538	1.846479	0.1352996	0.1005743	1.345271
2534	0	-5874.239	-5860.201	-14.03841	1.842452	-0.4583214	1.848756	0.4718201	0.01349868	34.95305
2535	1	-5874.201	-5862.622	-11.57895	1.843906	0.004313168	1.851155	0.06703382	0.07134699	0.9395466
2536	0	-5874.993	-5862.93	-12.06293	1.842452	-0.1600461	1.862396	0.1823623	0.02231618	8.171751
2537	1	-5871.533	-5860.589	-10.94365	1.845312	0.001790232	1.845969	0.02300638	0.02479661	0.9278034
2538	0	-5872.79	-5860.436	-12.35414	1.842452	-0.1805813	1.846958	0.2158179	0.03523659	6.124824
2539	1	-5872.791	-5859.718	-13.07281	1.845312	-0.06461039	1.848979	0.2050739	0.1404635	1.45998
2540	0	-5872.282	-5860.43	-11.8523	1.842452	0.126825	1.845879	0.02684273	0.1536677	0.1746803
2541	1	-5875.569	-5863.109	-12.46012	1.845312	0.02540333	1.855973	0.1173693	0.1427726	0.8220714
2542	0	-5874.439	-5862.477	-11.96199	1.842452	-0.1046625	1.85702	0.1479598	0.04329729	3.417299
2543	1	-5872.827	-5859.57	-13.25683	1.845312	-0.1977948	1.846459	0.2857499	0.08795509	3.248816
2544	0	-5872.382	-5860.809	-11.57295	1.842452	0.09448776	1.845523	0.0229946	0.1174824	0.1957281
2545	1	-5871.655	-5859.168	-12.48732	1.845312	-0.09092363	1.845702	0.1795022	0.08857854	2.026475
2546	0	-5873.657	-5861.358	-12.29855	1.842452	-0.1797337	1.845064	0.2120823	0.03234859	6.556155
2547	1	-5876.798	-5865.41	-11.38863	1.845312	-0.01170777	1.854879	0.06035551	0.04864774	1.240664
2548	0	-5874.274	-5861.179	-13.09477	1.842452	-0.2038096	1.849534	0.2774183	0.07360871	3.768824
2549	1	-5871.573	-5859.588	-11.98516	1.845312	-0.01198385	1.84557	0.1049288	0.09294497	1.128935
2550	0	-5875.296	-5861.19	-14.10562	1.842452	0.07105932	1.843497	0.206173	0.2772323	0.7436831
2551	1	-5871.35	-5859.813	-11.53751	1.845312	-0.1232479	1.845542	0.1296153	0.006367419	20.35602
2552	0	-5876.028	-5861.634	-14.39402	1.842452	-0.05546911	1.856506	0.2862169	0.2307478	1.240389
2553	1	-5873.635	-5862.403	-11.23271	1.845312	0.05175272	1.852584	0.01802149	0.0697742	0.2582829
2554	0	-5874.115	-5860.977	-13.13803	1.842452	0.04843637	1.845222	0.153504	0.2019404	0.7601452
2555	1	-5871.813	-5860.307	-11.50557	1.841635	-0.03555436	1.84502	0.08291292	0.04735856	1.750748
2556	0	-5875.438	-5861.611	-13.827	1.842452	-0.1095224	1.843301	0.2784139	0.1688915	1.648478
2557	1	-5870.891	-5858.708	-12.1837	1.841635	0.06381259	1.843947	0.08139024	0.1452028	0.5605279
2558	0	-5871.699	-5859.757	-11.94205	1.842452	-0.1584428	1.842872	0.1767508	0.01830803	9.654277
2559	1	-5872.893	-5861.827	-11.066	1.840052	-0.00228858	1.847976	0.03365088	0.0313623	1.072972
2560	0	-5875.311	-5864.204	-11.10672	1.842452	0.04273705	1.851102	0.01350719	0.05624424	0.2401524
2561	1	-5872.902	-5860.479	-12.42363	1.840052	-0.01262345	1.845915	0.1353053	0.1226819	1.102896
2562	0	-5875.972	-5862.718	-13.25398	1.842452	0.3267242	1.854661	0.0242666	0.3509908	0.06913742
2563	1	-5870.783	-5860.086	-10.69722	1.840052	0.006810865	1.840738	0.003343559	0.01015442	0.3292711
2564	0	-5876.003	-5862.078	-13.92517	1.842452	-0.2056482	1.844755	0.3333266	0.1276784	2.610673
2565	1	-5873.324	-5860.94	-12.38405	1.840052	0.01108009	1.853315	0.119415	0.1304951	0.9150919
2566	0	-5879.589	-5863.183	-16.40651	1.842452	-0.01500124	1.871457	0.3906238	0.3756225	1.039937
2567	1	-5875.386	-5863.637	-11.74957	1.840052	-0.04880265	1.853165	0.1052674	0.05646479	1.864302
2568	0	-5881.713	-5865.246	-16.46759	1.842452	0.322226	1.853542	0.2311276	0.5533536	0.4176852
2569	1	-5874.435	-5860.695	-13.74026	1.840052	-0.397977	1.843059	0.4217064	0.02372944	17.77145
2570	0	-5872.348	-5859.274	-13.07415	1.842452	-0.0613616	1.843318	0.2048786	0.143517	1.427556
2571	1	-5876.946	-5862.198	-14.7479	1.840052	-0.419804	1.845009	0.4971841	0.07738011	6.425219
2572	0	-5873.984	-5862.939	-11.04537	1.842452	0.03946129	1.852148	0.01054955	0.05001084	0.2109453
2573	1	-5875.186	-5861.085	-14.10105	1.840052	0.1692939	1.847812	0.156413	0.3257069	0.4802262
2574	0	-5871.921	-5860.898	-11.02315	1.842452	0.04868964	1.844737	0.006007696	0.05469734	0.1098353
2575	1	-5873.648	-5860.878	-12.76975	1.840289	-0.2507376	1.841579	0.2812008	0.0304632	9.230836
2576	0	-5875.465	-5862.67	-12.79476	1.842452	0.2657604	1.8455	0.0251972	0.2909576	0.08660095
2577	1	-5874.895	-5862.131	-12.76415	1.840289	-0.1207785	1.840734	0.2143187	0.09354016	2.291195
2578	0	-5876.245	-5862.291	-13.95416	1.842452	0.2611051	1.86665	0.1004322	0.3615373	0.2777921
2579	1	-5876.394	-5864.16	-12.23413	1.840289	0.2127821	1.859753	0.009787261	0.2225694	0.04397397
2580	0	-5873.997	-5860.984	-13.01258	1.842452	0.2063309	1.853722	0.06677611	0.2731071	0.2445053
2581	1	-5870.6	-5859.079	-11.52073	1.840289	-0.08517417	1.841885	0.1100179	0.02484371	4.4284
